ano,ubigeo,departamento,provincia,distrito,tipo_municipalidad,serenazgo_2024,serenazgo_2025,p69_2_t,p69_2_m,p69_2_h,tiene_auto_camioneta,p70a_1_1,p70a_1_2,p70a_1_3,tiene_radio,p70a_6_1,p70a_6_2,p70a_6_3,tiene_camaras,p70a_7_1,p70a_7_2,p70a_7_3,p70a_7_4,tiene_central_videovigilancia,p70a_10_1,p70a_10_2,p70a_10_3,tiene_chaleco_antibalas,p70a_13_1,total_intervenciones
2025,040516,AREQUIPA,CAYLLOMA,TAPAY,Distrital,Sí,Sí,2,0,2,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,11
2025,040517,AREQUIPA,CAYLLOMA,TISCO,Distrital,Sí,Sí,2,0,2,Sí,1,1,0,Sí,2,2,0,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,1
2025,040518,AREQUIPA,CAYLLOMA,TUTI,Distrital,Sí,Sí,2,0,2,Sí,1,1,0,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,Sí,2,11
2025,040519,AREQUIPA,CAYLLOMA,YANQUE,Distrital,Sí,Sí,4,3,1,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,7
2025,040520,AREQUIPA,CAYLLOMA,MAJES,Distrital,Sí,Sí,74,11,63,Sí,10,10,0,Sí,104,52,52,Sí,162,81,81,0,Sí,1,1,0,Sí,100,4241
2025,040601,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,Provincial,Sí,Sí,3,0,3,Sí,1,1,0,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,25
2025,040602,AREQUIPA,CONDESUYOS,ANDARAY,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,040603,AREQUIPA,CONDESUYOS,CAYARANI,Distrital,Sí,Sí,14,1,13,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,5
2025,040604,AREQUIPA,CONDESUYOS,CHICHAS,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,040605,AREQUIPA,CONDESUYOS,IRAY,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,040606,AREQUIPA,CONDESUYOS,RIO GRANDE,Distrital,Sí,Sí,11,2,9,Sí,1,1,0,Sí,6,6,0,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,339
2025,040607,AREQUIPA,CONDESUYOS,SALAMANCA,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,040608,AREQUIPA,CONDESUYOS,YANAQUIHUA,Distrital,No,Sí,2,0,2,No,NA,NA,NA,Sí,1,1,0,Sí,1,1,0,0,No,NA,NA,NA,No,NA,0
2025,040701,AREQUIPA,ISLAY,MOLLENDO,Provincial,Sí,Sí,49,14,35,Sí,4,4,0,Sí,12,12,0,Sí,27,27,0,0,Sí,1,1,0,Sí,8,438
2025,040702,AREQUIPA,ISLAY,COCACHACRA,Distrital,Sí,Sí,47,10,37,Sí,3,2,1,Sí,20,18,2,Sí,15,13,2,1,Sí,1,1,0,No,NA,226
2025,040703,AREQUIPA,ISLAY,DEAN VALDIVIA,Distrital,Sí,Sí,21,4,17,Sí,4,3,1,Sí,12,7,5,No,NA,NA,NA,NA,No,NA,NA,NA,Sí,3,33
2025,040704,AREQUIPA,ISLAY,ISLAY,Distrital,Sí,Sí,24,8,16,Sí,2,2,0,Sí,32,24,8,No,NA,NA,NA,NA,No,NA,NA,NA,Sí,6,809
2025,040705,AREQUIPA,ISLAY,MEJIA,Distrital,Sí,Sí,18,5,13,Sí,1,1,0,Sí,10,10,0,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,71
2025,040706,AREQUIPA,ISLAY,PUNTA DE BOMBON,Distrital,Sí,Sí,34,1,33,Sí,2,2,0,Sí,30,30,0,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,55
2025,040801,AREQUIPA,LA UNION,COTAHUASI,Provincial,Sí,Sí,7,0,7,No,NA,NA,NA,No,NA,NA,NA,Sí,23,18,5,0,No,NA,NA,NA,No,NA,10
2025,040802,AREQUIPA,LA UNION,ALCA,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,Sí,2,2,0,Sí,2,2,0,2,Sí,1,1,0,No,NA,0
2025,040803,AREQUIPA,LA UNION,CHARCANA,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,040804,AREQUIPA,LA UNION,HUAYNACOTAS,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,040805,AREQUIPA,LA UNION,PAMPAMARCA,Distrital,No,No,NA,NA,NA,Sí,1,1,0,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,040806,AREQUIPA,LA UNION,PUYCA,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,040807,AREQUIPA,LA UNION,QUECHUALLA,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,040808,AREQUIPA,LA UNION,SAYLA,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,040809,AREQUIPA,LA UNION,TAURIA,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,040810,AREQUIPA,LA UNION,TOMEPAMPA,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,Sí,8,8,0,0,No,NA,NA,NA,No,NA,10
2025,040811,AREQUIPA,LA UNION,TORO,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,8
2025,050101,AYACUCHO,HUAMANGA,AYACUCHO,Provincial,Sí,Sí,176,26,150,Sí,6,6,0,Sí,72,68,4,Sí,50,36,14,0,Sí,1,1,0,Sí,64,3111
2025,050102,AYACUCHO,HUAMANGA,ACOCRO,Distrital,Sí,Sí,4,1,3,Sí,1,1,0,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,Sí,4,68
2025,050103,AYACUCHO,HUAMANGA,ACOS VINCHOS,Distrital,Sí,Sí,4,0,4,Sí,3,2,1,Sí,3,3,0,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,33
2025,050104,AYACUCHO,HUAMANGA,CARMEN ALTO,Distrital,Sí,Sí,25,8,17,Sí,3,3,0,No,NA,NA,NA,Sí,1,1,0,0,Sí,1,1,0,Sí,25,413
2025,050105,AYACUCHO,HUAMANGA,CHIARA,Distrital,Sí,Sí,2,0,2,Sí,1,1,0,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,210
2025,050106,AYACUCHO,HUAMANGA,OCROS,Distrital,No,No,NA,NA,NA,Sí,1,1,0,Sí,1,1,0,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,16
2025,050107,AYACUCHO,HUAMANGA,PACAYCASA,Distrital,Sí,Sí,2,1,1,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,9
2025,050108,AYACUCHO,HUAMANGA,QUINUA,Distrital,Sí,Sí,5,0,5,Sí,5,5,0,Sí,5,5,0,Sí,8,8,0,0,No,NA,NA,NA,No,NA,693
2025,050109,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,Distrital,Sí,Sí,45,14,31,Sí,4,4,0,Sí,60,30,30,Sí,112,56,56,0,Sí,1,1,0,No,NA,3163
2025,050111,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,Distrital,Sí,Sí,1,0,1,Sí,1,1,0,Sí,1,1,0,Sí,1,1,0,1,Sí,4,2,2,No,NA,17
2025,050112,AYACUCHO,HUAMANGA,SOCOS,Distrital,Sí,Sí,1,1,0,Sí,2,2,0,Sí,6,6,0,No,NA,NA,NA,NA,No,NA,NA,NA,Sí,10,9
2025,050113,AYACUCHO,HUAMANGA,TAMBILLO,Distrital,Sí,Sí,4,0,4,Sí,1,1,0,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,17
2025,050114,AYACUCHO,HUAMANGA,VINCHOS,Distrital,Sí,Sí,8,0,8,Sí,2,2,0,No,NA,NA,NA,Sí,8,8,0,0,No,NA,NA,NA,No,NA,31
2025,050115,AYACUCHO,HUAMANGA,JESUS NAZARENO,Distrital,Sí,Sí,27,6,21,Sí,3,3,0,Sí,33,27,6,Sí,19,19,0,0,Sí,1,1,0,Sí,20,557
2025,050116,AYACUCHO,HUAMANGA,ANDRÉS AVELINO CÁCERES DORREGARAY,Distrital,Sí,Sí,32,6,26,Sí,2,2,0,Sí,36,18,18,Sí,32,24,8,0,Sí,1,1,0,Sí,32,2806
2025,050201,AYACUCHO,CANGALLO,CANGALLO,Provincial,Sí,Sí,4,0,4,Sí,1,1,0,Sí,10,10,0,Sí,8,6,2,0,Sí,2,1,1,Sí,4,13
2025,050202,AYACUCHO,CANGALLO,CHUSCHI,Distrital,Sí,Sí,8,4,4,Sí,2,1,1,Sí,16,8,8,Sí,8,4,4,4,Sí,1,1,0,No,NA,12
2025,050203,AYACUCHO,CANGALLO,LOS MOROCHUCOS,Distrital,Sí,Sí,4,0,4,Sí,1,1,0,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,14
2025,050204,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,Distrital,Sí,Sí,2,0,2,Sí,3,3,0,Sí,1,1,0,Sí,1,1,0,0,Sí,1,1,0,No,NA,31
2025,050205,AYACUCHO,CANGALLO,PARAS,Distrital,Sí,Sí,2,0,2,Sí,1,1,0,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,27
2025,050206,AYACUCHO,CANGALLO,TOTOS,Distrital,Sí,Sí,1,0,1,Sí,1,1,0,Sí,1,1,0,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,11
2025,050301,AYACUCHO,HUANCA SANCOS,SANCOS,Provincial,Sí,Sí,3,1,2,Sí,1,1,0,Sí,5,5,0,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,58
2025,050302,AYACUCHO,HUANCA SANCOS,CARAPO,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,050303,AYACUCHO,HUANCA SANCOS,SACSAMARCA,Distrital,No,No,NA,NA,NA,Sí,1,1,0,Sí,7,7,0,Sí,4,4,0,4,Sí,1,1,0,No,NA,0
2025,050304,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,Distrital,Sí,Sí,1,0,1,Sí,2,2,0,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,18
2025,050401,AYACUCHO,HUANTA,HUANTA,Provincial,Sí,Sí,85,12,73,Sí,10,10,0,Sí,50,50,0,Sí,80,80,0,0,Sí,1,1,0,No,NA,35
2025,050402,AYACUCHO,HUANTA,AYAHUANCO,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,050403,AYACUCHO,HUANTA,HUAMANGUILLA,Distrital,Sí,Sí,1,0,1,Sí,1,1,0,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,Sí,1,31
2025,050404,AYACUCHO,HUANTA,IGUAIN,Distrital,Sí,Sí,3,0,3,Sí,1,1,0,Sí,5,2,3,Sí,3,3,0,3,Sí,1,1,0,Sí,3,75
2025,050405,AYACUCHO,HUANTA,LURICOCHA,Distrital,Sí,Sí,6,0,6,Sí,1,1,0,Sí,22,11,11,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,194
2025,050406,AYACUCHO,HUANTA,SANTILLANA,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,050407,AYACUCHO,HUANTA,SIVIA,Distrital,Sí,Sí,4,1,3,Sí,1,1,0,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,273
2025,050408,AYACUCHO,HUANTA,LLOCHEGUA,Distrital,Sí,Sí,6,1,5,Sí,1,1,0,No,NA,NA,NA,Sí,16,15,1,0,Sí,2,1,1,No,NA,38
2025,050409,AYACUCHO,HUANTA,CANAYRE,Distrital,Sí,Sí,4,0,4,Sí,2,1,1,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,120
2025,050410,AYACUCHO,HUANTA,UCHURACCAY,Distrital,Sí,Sí,1,0,1,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,8
2025,050411,AYACUCHO,HUANTA,PUCACOLPA,Distrital,Sí,Sí,2,0,2,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,4
2025,050412,AYACUCHO,HUANTA,CHACA,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,050413,AYACUCHO,HUANTA,PUTIS,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,050501,AYACUCHO,LA MAR,SAN MIGUEL,Provincial,Sí,Sí,9,4,5,Sí,1,1,0,Sí,11,6,5,Sí,12,10,2,0,Sí,1,1,0,Sí,5,92
2025,050502,AYACUCHO,LA MAR,ANCO,Distrital,Sí,Sí,1,0,1,No,NA,NA,NA,Sí,1,1,0,No,NA,NA,NA,NA,No,NA,NA,NA,Sí,1,2
2025,050503,AYACUCHO,LA MAR,AYNA,Distrital,Sí,Sí,6,1,5,Sí,1,1,0,Sí,2,2,0,Sí,5,4,1,0,Sí,1,1,0,No,NA,114
2025,050504,AYACUCHO,LA MAR,CHILCAS,Distrital,Sí,Sí,2,0,2,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,12
2025,050505,AYACUCHO,LA MAR,CHUNGUI,Distrital,Sí,Sí,1,0,1,Sí,1,1,0,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,14
2025,050506,AYACUCHO,LA MAR,LUIS CARRANZA,Distrital,Sí,Sí,1,0,1,Sí,2,2,0,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,11
2025,050507,AYACUCHO,LA MAR,SANTA ROSA,Distrital,Sí,Sí,10,2,8,Sí,6,5,1,Sí,12,10,2,Sí,12,8,4,0,Sí,3,3,0,No,NA,108
2025,050508,AYACUCHO,LA MAR,TAMBO,Distrital,Sí,Sí,15,3,12,Sí,1,1,0,Sí,8,4,4,Sí,19,14,5,0,Sí,1,1,0,No,NA,45
2025,050509,AYACUCHO,LA MAR,SAMUGARI,Distrital,Sí,Sí,5,0,5,Sí,1,1,0,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,60
2025,050510,AYACUCHO,LA MAR,ANCHIHUAY,Distrital,Sí,Sí,3,0,3,Sí,1,1,0,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,9
2025,050511,AYACUCHO,LA MAR,ORONCCOY,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,050512,AYACUCHO,LA MAR,UNION PROGRESO,Distrital,Sí,Sí,3,0,3,Sí,1,1,0,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,12
2025,050513,AYACUCHO,LA MAR,RIO MAGDALENA,Distrital,Sí,Sí,1,0,1,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,3
2025,050514,AYACUCHO,LA MAR,NINABAMBA,Distrital,Sí,Sí,2,0,2,Sí,1,1,0,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,21
2025,050515,AYACUCHO,LA MAR,PATIBAMBA,Distrital,Sí,Sí,3,1,2,Sí,1,1,0,No,NA,NA,NA,Sí,1,1,0,0,No,NA,NA,NA,No,NA,1
2025,050601,AYACUCHO,LUCANAS,PUQUIO,Provincial,Sí,Sí,12,3,9,Sí,2,2,0,Sí,8,8,0,No,NA,NA,NA,NA,No,NA,NA,NA,Sí,3,603
2025,050602,AYACUCHO,LUCANAS,AUCARA,Distrital,Sí,Sí,2,0,2,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,86
2025,050603,AYACUCHO,LUCANAS,CABANA,Distrital,Sí,Sí,3,0,3,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,21
2025,050604,AYACUCHO,LUCANAS,CARMEN SALCEDO,Distrital,Sí,Sí,2,0,2,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,14
2025,050605,AYACUCHO,LUCANAS,CHAVIÑA,Distrital,Sí,Sí,1,0,1,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,8
2025,050606,AYACUCHO,LUCANAS,CHIPAO,Distrital,Sí,Sí,2,0,2,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,15
2025,050607,AYACUCHO,LUCANAS,HUAC-HUAS,Distrital,Sí,Sí,1,0,1,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,050608,AYACUCHO,LUCANAS,LARAMATE,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,2
2025,050609,AYACUCHO,LUCANAS,LEONCIO PRADO,Distrital,Sí,Sí,1,0,1,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,050610,AYACUCHO,LUCANAS,LLAUTA,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,2
2025,050611,AYACUCHO,LUCANAS,LUCANAS,Distrital,Sí,Sí,3,0,3,No,NA,NA,NA,Sí,5,4,1,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,16
2025,050612,AYACUCHO,LUCANAS,OCAÑA,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,050613,AYACUCHO,LUCANAS,OTOCA,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,050614,AYACUCHO,LUCANAS,SAISA,Distrital,Sí,Sí,1,1,0,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,050615,AYACUCHO,LUCANAS,SAN CRISTOBAL,Distrital,Sí,Sí,2,0,2,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,050616,AYACUCHO,LUCANAS,SAN JUAN,Distrital,No,No,NA,NA,NA,Sí,1,1,0,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,Sí,3,12
2025,050617,AYACUCHO,LUCANAS,SAN PEDRO,Distrital,Sí,Sí,1,0,1,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,15
2025,050618,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,Distrital,Sí,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,Sí,1,41
2025,050619,AYACUCHO,LUCANAS,SANCOS,Distrital,Sí,Sí,6,0,6,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,13
2025,050620,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,Distrital,Sí,Sí,1,0,1,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,050621,AYACUCHO,LUCANAS,SANTA LUCIA,Distrital,Sí,Sí,1,1,0,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,15
2025,050701,AYACUCHO,PARINACOCHAS,CORACORA,Provincial,Sí,Sí,11,4,7,Sí,1,1,0,Sí,8,8,0,Sí,6,4,2,0,Sí,1,1,0,No,NA,109
2025,050702,AYACUCHO,PARINACOCHAS,CHUMPI,Distrital,Sí,Sí,2,0,2,Sí,1,0,1,Sí,4,0,4,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,16
2025,050703,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,Distrital,Sí,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,Sí,54,49,5,0,Sí,1,1,0,Sí,4,3
2025,050704,AYACUCHO,PARINACOCHAS,PACAPAUSA,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,050705,AYACUCHO,PARINACOCHAS,PULLO,Distrital,Sí,Sí,2,0,2,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,6
2025,050706,AYACUCHO,PARINACOCHAS,PUYUSCA,Distrital,Sí,Sí,2,0,2,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,14
2025,050707,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RIVACAYCO,Distrital,Sí,Sí,1,0,1,Sí,3,2,1,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,050708,AYACUCHO,PARINACOCHAS,UPAHUACHO,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,3
2025,050801,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,Provincial,Sí,Sí,3,0,3,Sí,1,1,0,Sí,4,4,0,Sí,7,3,4,0,No,NA,NA,NA,Sí,4,266
2025,050802,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,Distrital,Sí,Sí,1,1,0,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,8
2025,050803,AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,Distrital,Sí,Sí,1,0,1,Sí,2,1,1,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,2
2025,050804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,Distrital,Sí,Sí,2,0,2,Sí,1,1,0,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,050805,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,050806,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,Distrital,Sí,Sí,1,0,1,Sí,2,2,0,No,NA,NA,NA,Sí,10,10,0,0,No,NA,NA,NA,No,NA,64
2025,050807,AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,4
2025,050808,AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,Distrital,Sí,Sí,2,1,1,Sí,2,1,1,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,050809,AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSE DE USHUA,Distrital,Sí,Sí,1,0,1,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,Sí,3,0
2025,050810,AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,Distrital,Sí,Sí,2,0,2,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,Sí,2,10
2025,050901,AYACUCHO,SUCRE,QUEROBAMBA,Provincial,Sí,Sí,2,0,2,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,24
2025,050902,AYACUCHO,SUCRE,BELEN,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,050903,AYACUCHO,SUCRE,CHALCOS,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,050904,AYACUCHO,SUCRE,CHILCAYOC,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,050905,AYACUCHO,SUCRE,HUACAÑA,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,050906,AYACUCHO,SUCRE,MORCOLLA,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,050907,AYACUCHO,SUCRE,PAICO,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,050908,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,Distrital,Sí,Sí,2,1,1,Sí,2,2,0,No,NA,NA,NA,Sí,2,2,0,0,No,NA,NA,NA,No,NA,2
2025,050909,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,050910,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,Distrital,No,No,NA,NA,NA,Sí,2,1,1,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
2025,050911,AYACUCHO,SUCRE,SORAS,Distrital,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,0
