ubigeo,llave_distrito,dpto_hecho_new,prov_hecho,dist_hecho,denuncias_2024_2026,vehiculos_pnp,vehiculos_operativos,comisarias
080304,CUSCO|ANTA|CHINCHAYPUJIO,CUSCO,ANTA,CHINCHAYPUJIO,77,4,2,1
080305,CUSCO|ANTA|HUAROCONDO,CUSCO,ANTA,HUAROCONDO,208,3,1,1
080306,CUSCO|ANTA|LIMATAMBO,CUSCO,ANTA,LIMATAMBO,306,3,1,1
080307,CUSCO|ANTA|MOLLEPATA,CUSCO,ANTA,MOLLEPATA,148,1,1,1
080308,CUSCO|ANTA|PUCYURA,CUSCO,ANTA,PUCYURA,191,2,2,1
080309,CUSCO|ANTA|ZURITE,CUSCO,ANTA,ZURITE,170,2,2,1
080401,CUSCO|CALCA|CALCA,CUSCO,CALCA,CALCA,1513,18,9,1
080402,CUSCO|CALCA|COYA,CUSCO,CALCA,COYA,66,0,0,0
080403,CUSCO|CALCA|LAMAY,CUSCO,CALCA,LAMAY,88,0,0,0
080404,CUSCO|CALCA|LARES,CUSCO,CALCA,LARES,113,2,0,1
080405,CUSCO|CALCA|PISAC,CUSCO,CALCA,PISAC,476,4,1,1
080406,CUSCO|CALCA|SAN SALVADOR,CUSCO,CALCA,SAN SALVADOR,202,3,1,1
080407,CUSCO|CALCA|TARAY,CUSCO,CALCA,TARAY,54,0,0,0
080408,CUSCO|CALCA|YANATILE,CUSCO,CALCA,YANATILE,348,2,1,1
080501,CUSCO|CANAS|YANAOCA,CUSCO,CANAS,YANAOCA,453,2,2,1
080502,CUSCO|CANAS|CHECCA,CUSCO,CANAS,CHECCA,59,0,0,0
080503,CUSCO|CANAS|KUNTURKANKI,CUSCO,CANAS,KUNTURKANKI,151,4,2,1
080504,CUSCO|CANAS|LANGUI,CUSCO,CANAS,LANGUI,62,2,2,1
080505,CUSCO|CANAS|LAYO,CUSCO,CANAS,LAYO,91,2,2,1
080506,CUSCO|CANAS|PAMPAMARCA,CUSCO,CANAS,PAMPAMARCA,19,0,0,0
080507,CUSCO|CANAS|QUEHUE,CUSCO,CANAS,QUEHUE,17,0,0,0
080508,CUSCO|CANAS|TUPAC AMARU,CUSCO,CANAS,TUPAC AMARU,6,0,0,0
080601,CUSCO|CANCHIS|SICUANI,CUSCO,CANCHIS,SICUANI,3148,39,33,2
080602,CUSCO|CANCHIS|CHECACUPE,CUSCO,CANCHIS,CHECACUPE,149,1,1,1
080603,CUSCO|CANCHIS|COMBAPATA,CUSCO,CANCHIS,COMBAPATA,228,12,7,1
080604,CUSCO|CANCHIS|MARANGANI,CUSCO,CANCHIS,MARANGANI,244,1,1,1
080605,CUSCO|CANCHIS|PITUMARCA,CUSCO,CANCHIS,PITUMARCA,172,2,1,1
080606,CUSCO|CANCHIS|SAN PABLO,CUSCO,CANCHIS,SAN PABLO,20,0,0,0
080607,CUSCO|CANCHIS|SAN PEDRO,CUSCO,CANCHIS,SAN PEDRO,16,0,0,0
080608,CUSCO|CANCHIS|TINTA,CUSCO,CANCHIS,TINTA,174,2,2,1
080701,CUSCO|CHUMBIVILCAS|SANTO TOMAS,CUSCO,CHUMBIVILCAS,SANTO TOMAS,1480,7,3,1
080702,CUSCO|CHUMBIVILCAS|CAPACMARCA,CUSCO,CHUMBIVILCAS,CAPACMARCA,27,0,0,0
080703,CUSCO|CHUMBIVILCAS|CHAMACA,CUSCO,CHUMBIVILCAS,CHAMACA,35,0,0,0
080704,CUSCO|CHUMBIVILCAS|COLQUEMARCA,CUSCO,CHUMBIVILCAS,COLQUEMARCA,279,0,0,0
080705,CUSCO|CHUMBIVILCAS|LIVITACA,CUSCO,CHUMBIVILCAS,LIVITACA,149,2,1,1
080706,CUSCO|CHUMBIVILCAS|LLUSCO,CUSCO,CHUMBIVILCAS,LLUSCO,61,0,0,0
080707,CUSCO|CHUMBIVILCAS|QUINOTA,CUSCO,CHUMBIVILCAS,QUIÑOTA,49,0,0,0
080708,CUSCO|CHUMBIVILCAS|VELILLE,CUSCO,CHUMBIVILCAS,VELILLE,252,3,1,1
080801,CUSCO|ESPINAR|ESPINAR,CUSCO,ESPINAR,ESPINAR,1440,16,11,1
080802,CUSCO|ESPINAR|CONDOROMA,CUSCO,ESPINAR,CONDOROMA,3,0,0,0
080803,CUSCO|ESPINAR|COPORAQUE,CUSCO,ESPINAR,COPORAQUE,38,0,0,0
080804,CUSCO|ESPINAR|OCORURO,CUSCO,ESPINAR,OCORURO,6,0,0,0
080805,CUSCO|ESPINAR|PALLPATA,CUSCO,ESPINAR,PALLPATA,36,0,0,0
080806,CUSCO|ESPINAR|PICHIGUA,CUSCO,ESPINAR,PICHIGUA,13,0,0,0
080807,CUSCO|ESPINAR|SUYCKUTAMBO,CUSCO,ESPINAR,SUYCKUTAMBO,10,0,0,0
080808,CUSCO|ESPINAR|ALTO PICHIGUA,CUSCO,ESPINAR,ALTO PICHIGUA,12,0,0,0
080901,CUSCO|LA CONVENCION|SANTA ANA,CUSCO,LA CONVENCION,SANTA ANA,7056,40,36,3
080902,CUSCO|LA CONVENCION|ECHARATE,CUSCO,LA CONVENCION,ECHARATE,1003,32,20,4
080903,CUSCO|LA CONVENCION|HUAYOPATA,CUSCO,LA CONVENCION,HUAYOPATA,274,7,4,1
080904,CUSCO|LA CONVENCION|MARANURA,CUSCO,LA CONVENCION,MARANURA,244,4,3,2
080905,CUSCO|LA CONVENCION|OCOBAMBA,CUSCO,LA CONVENCION,OCOBAMBA,164,0,0,1
080906,CUSCO|LA CONVENCION|QUELLOUNO,CUSCO,LA CONVENCION,QUELLOUNO,342,7,3,1
080907,CUSCO|LA CONVENCION|KIMBIRI,CUSCO,LA CONVENCION,KIMBIRI,1158,9,6,1
080908,CUSCO|LA CONVENCION|SANTA TERESA,CUSCO,LA CONVENCION,SANTA TERESA,316,1,1,1
080909,CUSCO|LA CONVENCION|VILCABAMBA,CUSCO,LA CONVENCION,VILCABAMBA,304,6,4,1
080910,CUSCO|LA CONVENCION|PICHARI,CUSCO,LA CONVENCION,PICHARI,2541,70,42,2
080914,CUSCO|LA CONVENCION|MEGANTONI,CUSCO,LA CONVENCION,MEGANTONI,183,0,0,1
080915,CUSCO|LA CONVENCION|KUMPIRUSHIATO,CUSCO,LA CONVENCION,KUMPIRUSHIATO,275,0,0,0
081001,CUSCO|PARURO|PARURO,CUSCO,PARURO,PARURO,147,2,1,1
081002,CUSCO|PARURO|ACCHA,CUSCO,PARURO,ACCHA,99,2,2,1
081003,CUSCO|PARURO|CCAPI,CUSCO,PARURO,CCAPI,11,2,2,1
081004,CUSCO|PARURO|COLCHA,CUSCO,PARURO,COLCHA,8,0,0,0
081005,CUSCO|PARURO|HUANOQUITE,CUSCO,PARURO,HUANOQUITE,226,1,1,1
081006,CUSCO|PARURO|OMACHA,CUSCO,PARURO,OMACHA,62,3,2,1
081007,CUSCO|PARURO|PACCARITAMBO,CUSCO,PARURO,PACCARITAMBO,12,0,0,0
081008,CUSCO|PARURO|PILLPINTO,CUSCO,PARURO,PILLPINTO,21,0,0,0
081009,CUSCO|PARURO|YAURISQUE,CUSCO,PARURO,YAURISQUE,94,4,2,1
081101,CUSCO|PAUCARTAMBO|PAUCARTAMBO,CUSCO,PAUCARTAMBO,PAUCARTAMBO,640,2,2,1
081102,CUSCO|PAUCARTAMBO|CAICAY,CUSCO,PAUCARTAMBO,CAICAY,50,0,0,0
081103,CUSCO|PAUCARTAMBO|CHALLABAMBA,CUSCO,PAUCARTAMBO,CHALLABAMBA,89,0,0,0
081104,CUSCO|PAUCARTAMBO|COLQUEPATA,CUSCO,PAUCARTAMBO,COLQUEPATA,135,1,0,1
081105,CUSCO|PAUCARTAMBO|HUANCARANI,CUSCO,PAUCARTAMBO,HUANCARANI,138,2,2,1
081106,CUSCO|PAUCARTAMBO|KOSNIPATA,CUSCO,PAUCARTAMBO,KOSÑIPATA,388,5,0,0
081201,CUSCO|QUISPICANCHI|URCOS,CUSCO,QUISPICANCHI,URCOS,673,4,2,1
081202,CUSCO|QUISPICANCHI|ANDAHUAYLILLAS,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,238,2,2,1
081203,CUSCO|QUISPICANCHI|CAMANTI,CUSCO,QUISPICANCHI,CAMANTI,161,3,1,1
081204,CUSCO|QUISPICANCHI|CCARHUAYO,CUSCO,QUISPICANCHI,CCARHUAYO,12,0,0,0
081205,CUSCO|QUISPICANCHI|CCATCA,CUSCO,QUISPICANCHI,CCATCA,327,5,3,2
081206,CUSCO|QUISPICANCHI|CUSIPATA,CUSCO,QUISPICANCHI,CUSIPATA,149,0,0,0
081207,CUSCO|QUISPICANCHI|HUARO,CUSCO,QUISPICANCHI,HUARO,181,2,2,1
081208,CUSCO|QUISPICANCHI|LUCRE,CUSCO,QUISPICANCHI,LUCRE,303,4,1,2
081209,CUSCO|QUISPICANCHI|MARCAPATA,CUSCO,QUISPICANCHI,MARCAPATA,67,2,2,1
081210,CUSCO|QUISPICANCHI|OCONGATE,CUSCO,QUISPICANCHI,OCONGATE,345,2,1,1
081211,CUSCO|QUISPICANCHI|OROPESA,CUSCO,QUISPICANCHI,OROPESA,593,0,0,1
081212,CUSCO|QUISPICANCHI|QUIQUIJANA,CUSCO,QUISPICANCHI,QUIQUIJANA,277,5,4,1
081301,CUSCO|URUBAMBA|URUBAMBA,CUSCO,URUBAMBA,URUBAMBA,2756,9,4,1
081302,CUSCO|URUBAMBA|CHINCHERO,CUSCO,URUBAMBA,CHINCHERO,407,4,2,1
081303,CUSCO|URUBAMBA|HUAYLLABAMBA,CUSCO,URUBAMBA,HUAYLLABAMBA,348,2,1,1
081304,CUSCO|URUBAMBA|MACHUPICCHU,CUSCO,URUBAMBA,MACHUPICCHU,513,1,1,1
081305,CUSCO|URUBAMBA|MARAS,CUSCO,URUBAMBA,MARAS,350,3,1,1
081306,CUSCO|URUBAMBA|OLLANTAYTAMBO,CUSCO,URUBAMBA,OLLANTAYTAMBO,888,5,3,1
081307,CUSCO|URUBAMBA|YUCAY,CUSCO,URUBAMBA,YUCAY,58,0,0,0
090101,HUANCAVELICA|HUANCAVELICA|HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,3165,67,25,1
090102,HUANCAVELICA|HUANCAVELICA|ACOBAMBILLA,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,38,3,2,1
090103,HUANCAVELICA|HUANCAVELICA|ACORIA,HUANCAVELICA,HUANCAVELICA,ACORIA,199,1,1,1
090104,HUANCAVELICA|HUANCAVELICA|CONAYCA,HUANCAVELICA,HUANCAVELICA,CONAYCA,5,0,0,0
090105,HUANCAVELICA|HUANCAVELICA|CUENCA,HUANCAVELICA,HUANCAVELICA,CUENCA,10,0,0,0
090106,HUANCAVELICA|HUANCAVELICA|HUACHOCOLPA,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,28,0,0,1
090107,HUANCAVELICA|HUANCAVELICA|HUAYLLAHUARA,HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA,1,0,0,0
090108,HUANCAVELICA|HUANCAVELICA|IZCUCHACA,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,94,2,1,1
090109,HUANCAVELICA|HUANCAVELICA|LARIA,HUANCAVELICA,HUANCAVELICA,LARIA,2,0,0,0
090110,HUANCAVELICA|HUANCAVELICA|MANTA,HUANCAVELICA,HUANCAVELICA,MANTA,2,0,0,0
090111,HUANCAVELICA|HUANCAVELICA|MARISCAL CACERES,HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,43,1,1,0
090112,HUANCAVELICA|HUANCAVELICA|MOYA,HUANCAVELICA,HUANCAVELICA,MOYA,37,2,2,1
090113,HUANCAVELICA|HUANCAVELICA|NUEVO OCCORO,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,4,0,0,0
090114,HUANCAVELICA|HUANCAVELICA|PALCA,HUANCAVELICA,HUANCAVELICA,PALCA,6,0,0,0
090115,HUANCAVELICA|HUANCAVELICA|PILCHACA,HUANCAVELICA,HUANCAVELICA,PILCHACA,8,0,0,0
090116,HUANCAVELICA|HUANCAVELICA|VILCA,HUANCAVELICA,HUANCAVELICA,VILCA,4,0,0,0
090117,HUANCAVELICA|HUANCAVELICA|YAULI,HUANCAVELICA,HUANCAVELICA,YAULI,144,2,1,1
090118,HUANCAVELICA|HUANCAVELICA|ASCENSION,HUANCAVELICA,HUANCAVELICA,ASCENSION,236,0,0,0
090119,HUANCAVELICA|HUANCAVELICA|HUANDO,HUANCAVELICA,HUANCAVELICA,HUANDO,146,2,1,1
090201,HUANCAVELICA|ACOBAMBA|ACOBAMBA,HUANCAVELICA,ACOBAMBA,ACOBAMBA,482,4,2,1
090202,HUANCAVELICA|ACOBAMBA|ANDABAMBA,HUANCAVELICA,ACOBAMBA,ANDABAMBA,21,0,0,0
090203,HUANCAVELICA|ACOBAMBA|ANTA,HUANCAVELICA,ACOBAMBA,ANTA,11,0,0,0
090204,HUANCAVELICA|ACOBAMBA|CAJA,HUANCAVELICA,ACOBAMBA,CAJA,14,0,0,0
090205,HUANCAVELICA|ACOBAMBA|MARCAS,HUANCAVELICA,ACOBAMBA,MARCAS,38,3,2,1
090206,HUANCAVELICA|ACOBAMBA|PAUCARA,HUANCAVELICA,ACOBAMBA,PAUCARA,293,4,1,1
090207,HUANCAVELICA|ACOBAMBA|POMACOCHA,HUANCAVELICA,ACOBAMBA,POMACOCHA,21,0,0,0
090208,HUANCAVELICA|ACOBAMBA|ROSARIO,HUANCAVELICA,ACOBAMBA,ROSARIO,31,0,0,0
090301,HUANCAVELICA|ANGARAES|LIRCAY,HUANCAVELICA,ANGARAES,LIRCAY,730,5,4,1
090302,HUANCAVELICA|ANGARAES|ANCHONGA,HUANCAVELICA,ANGARAES,ANCHONGA,16,0,0,0
090303,HUANCAVELICA|ANGARAES|CALLANMARCA,HUANCAVELICA,ANGARAES,CALLANMARCA,2,0,0,0
090304,HUANCAVELICA|ANGARAES|CCOCHACCASA,HUANCAVELICA,ANGARAES,CCOCHACCASA,35,2,1,1
090305,HUANCAVELICA|ANGARAES|CHINCHO,HUANCAVELICA,ANGARAES,CHINCHO,14,0,0,0
090306,HUANCAVELICA|ANGARAES|CONGALLA,HUANCAVELICA,ANGARAES,CONGALLA,64,2,2,1
090307,HUANCAVELICA|ANGARAES|HUANCA-HUANCA,HUANCAVELICA,ANGARAES,HUANCA-HUANCA,2,0,0,0
090308,HUANCAVELICA|ANGARAES|HUAYLLAY GRANDE,HUANCAVELICA,ANGARAES,HUAYLLAY GRANDE,2,0,0,0
090309,HUANCAVELICA|ANGARAES|JULCAMARCA,HUANCAVELICA,ANGARAES,JULCAMARCA,58,2,2,1
090310,HUANCAVELICA|ANGARAES|SAN ANTONIO DE ANTAPARCO,HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPARCO,7,0,0,0
090311,HUANCAVELICA|ANGARAES|SANTO TOMAS DE PATA,HUANCAVELICA,ANGARAES,SANTO TOMAS DE PATA,9,0,0,0
090312,HUANCAVELICA|ANGARAES|SECCLLA,HUANCAVELICA,ANGARAES,SECCLLA,21,0,0,0
090401,HUANCAVELICA|CASTROVIRREYNA|CASTROVIRREYNA,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,112,2,2,1
090402,HUANCAVELICA|CASTROVIRREYNA|ARMA,HUANCAVELICA,CASTROVIRREYNA,ARMA,29,2,2,1
090403,HUANCAVELICA|CASTROVIRREYNA|AURAHUA,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,97,1,1,1
090404,HUANCAVELICA|CASTROVIRREYNA|CAPILLAS,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,7,0,0,0
090405,HUANCAVELICA|CASTROVIRREYNA|CHUPAMARCA,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,29,1,1,1
090406,HUANCAVELICA|CASTROVIRREYNA|COCAS,HUANCAVELICA,CASTROVIRREYNA,COCAS,4,0,0,0
090407,HUANCAVELICA|CASTROVIRREYNA|HUACHOS,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,52,1,1,1
090408,HUANCAVELICA|CASTROVIRREYNA|HUAMATAMBO,HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,1,0,0,0
090409,HUANCAVELICA|CASTROVIRREYNA|MOLLEPAMPA,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,1,0,0,0
090410,HUANCAVELICA|CASTROVIRREYNA|SAN JUAN,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,4,0,0,0
090411,HUANCAVELICA|CASTROVIRREYNA|SANTA ANA,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,12,0,0,0
090412,HUANCAVELICA|CASTROVIRREYNA|TANTARA,HUANCAVELICA,CASTROVIRREYNA,TANTARA,56,0,0,1
090413,HUANCAVELICA|CASTROVIRREYNA|TICRAPO,HUANCAVELICA,CASTROVIRREYNA,TICRAPO,84,1,1,1
090501,HUANCAVELICA|CHURCAMPA|CHURCAMPA,HUANCAVELICA,CHURCAMPA,CHURCAMPA,134,3,2,1
090502,HUANCAVELICA|CHURCAMPA|ANCO,HUANCAVELICA,CHURCAMPA,ANCO,191,3,1,1
090503,HUANCAVELICA|CHURCAMPA|CHINCHIHUASI,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,33,3,2,1
090504,HUANCAVELICA|CHURCAMPA|EL CARMEN,HUANCAVELICA,CHURCAMPA,EL CARMEN,2,0,0,0
090506,HUANCAVELICA|CHURCAMPA|LOCROJA,HUANCAVELICA,CHURCAMPA,LOCROJA,17,0,0,0
090507,HUANCAVELICA|CHURCAMPA|PAUCARBAMBA,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,90,5,4,1
090508,HUANCAVELICA|CHURCAMPA|SAN MIGUEL DE MAYOCC,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,46,2,2,1
090509,HUANCAVELICA|CHURCAMPA|SAN PEDRO DE CORIS,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,47,5,3,1
090510,HUANCAVELICA|CHURCAMPA|PACHAMARCA,HUANCAVELICA,CHURCAMPA,PACHAMARCA,1,0,0,0
090601,HUANCAVELICA|HUAYTARA|HUAYTARA,HUANCAVELICA,HUAYTARA,HUAYTARA,140,6,2,1
090603,HUANCAVELICA|HUAYTARA|CORDOVA,HUANCAVELICA,HUAYTARA,CORDOVA,36,1,0,1
090605,HUANCAVELICA|HUAYTARA|LARAMARCA,HUANCAVELICA,HUAYTARA,LARAMARCA,3,0,0,0
090606,HUANCAVELICA|HUAYTARA|OCOYO,HUANCAVELICA,HUAYTARA,OCOYO,5,0,0,0
090607,HUANCAVELICA|HUAYTARA|PILPICHACA,HUANCAVELICA,HUAYTARA,PILPICHACA,90,2,2,0
090608,HUANCAVELICA|HUAYTARA|QUERCO,HUANCAVELICA,HUAYTARA,QUERCO,5,0,0,0
090609,HUANCAVELICA|HUAYTARA|QUITO-ARMA,HUANCAVELICA,HUAYTARA,QUITO-ARMA,1,0,0,0
090610,HUANCAVELICA|HUAYTARA|SAN ANTONIO DE CUSICANCHA,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,3,0,0,0
090611,HUANCAVELICA|HUAYTARA|SAN FRANCISCO DE SANGAYAICO,HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO,5,0,0,0
090613,HUANCAVELICA|HUAYTARA|SANTIAGO DE CHOCORVOS,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,73,1,0,1
090614,HUANCAVELICA|HUAYTARA|SANTIAGO DE QUIRAHUARA,HUANCAVELICA,HUAYTARA,SANTIAGO DE QUIRAHUARA,2,0,0,0
090615,HUANCAVELICA|HUAYTARA|SANTO DOMINGO DE CAPILLAS,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,3,0,0,0
090701,HUANCAVELICA|TAYACAJA|PAMPAS,HUANCAVELICA,TAYACAJA,PAMPAS,768,25,9,1
090702,HUANCAVELICA|TAYACAJA|ACOSTAMBO,HUANCAVELICA,TAYACAJA,ACOSTAMBO,103,3,1,1
090703,HUANCAVELICA|TAYACAJA|ACRAQUIA,HUANCAVELICA,TAYACAJA,ACRAQUIA,15,0,0,0
090704,HUANCAVELICA|TAYACAJA|AHUAYCHA,HUANCAVELICA,TAYACAJA,AHUAYCHA,26,7,3,1
090705,HUANCAVELICA|TAYACAJA|COLCABAMBA,HUANCAVELICA,TAYACAJA,COLCABAMBA,76,7,2,1
090706,HUANCAVELICA|TAYACAJA|DANIEL HERNANDEZ,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,47,0,0,0
090707,HUANCAVELICA|TAYACAJA|HUACHOCOLPA,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,67,4,3,1
090709,HUANCAVELICA|TAYACAJA|HUARIBAMBA,HUANCAVELICA,TAYACAJA,HUARIBAMBA,20,0,0,0
090710,HUANCAVELICA|TAYACAJA|NAHUIMPUQUIO,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,15,0,0,0
090711,HUANCAVELICA|TAYACAJA|PAZOS,HUANCAVELICA,TAYACAJA,PAZOS,115,3,1,1
090713,HUANCAVELICA|TAYACAJA|QUISHUAR,HUANCAVELICA,TAYACAJA,QUISHUAR,77,0,0,0
090714,HUANCAVELICA|TAYACAJA|SALCABAMBA,HUANCAVELICA,TAYACAJA,SALCABAMBA,11,0,0,0
090715,HUANCAVELICA|TAYACAJA|SALCAHUASI,HUANCAVELICA,TAYACAJA,SALCAHUASI,21,0,0,0
090716,HUANCAVELICA|TAYACAJA|SAN MARCOS DE ROCCHAC,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,11,0,0,0
090717,HUANCAVELICA|TAYACAJA|SURCUBAMBA,HUANCAVELICA,TAYACAJA,SURCUBAMBA,98,4,4,1
090718,HUANCAVELICA|TAYACAJA|TINTAY PUNCU,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,65,4,4,1
100101,HUANUCO|HUANUCO|HUANUCO,HUANUCO,HUANUCO,HUANUCO,10313,123,84,1
100102,HUANUCO|HUANUCO|AMARILIS,HUANUCO,HUANUCO,AMARILIS,8552,14,7,1
100103,HUANUCO|HUANUCO|CHINCHAO,HUANUCO,HUANUCO,CHINCHAO,535,1,1,1
100104,HUANUCO|HUANUCO|CHURUBAMBA,HUANUCO,HUANUCO,CHURUBAMBA,294,2,1,1
100105,HUANUCO|HUANUCO|MARGOS,HUANUCO,HUANUCO,MARGOS,257,1,1,1
100106,HUANUCO|HUANUCO|QUISQUI,HUANUCO,HUANUCO,QUISQUI,28,0,0,0
100107,HUANUCO|HUANUCO|SAN FRANCISCO DE CAYRAN,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,26,0,0,0
100108,HUANUCO|HUANUCO|SAN PEDRO DE CHAULAN,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,86,2,1,1
100109,HUANUCO|HUANUCO|SANTA MARIA DEL VALLE,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,136,0,0,0
100110,HUANUCO|HUANUCO|YARUMAYO,HUANUCO,HUANUCO,YARUMAYO,15,0,0,0
100111,HUANUCO|HUANUCO|PILLCO MARCA,HUANUCO,HUANUCO,PILLCO MARCA,3424,4,4,1
100201,HUANUCO|AMBO|AMBO,HUANUCO,AMBO,AMBO,1863,4,4,1
100202,HUANUCO|AMBO|CAYNA,HUANUCO,AMBO,CAYNA,52,2,2,1
100203,HUANUCO|AMBO|COLPAS,HUANUCO,AMBO,COLPAS,4,0,0,0
100204,HUANUCO|AMBO|CONCHAMARCA,HUANUCO,AMBO,CONCHAMARCA,48,0,0,0
100205,HUANUCO|AMBO|HUACAR,HUANUCO,AMBO,HUACAR,50,0,0,0
100206,HUANUCO|AMBO|SAN FRANCISCO,HUANUCO,AMBO,SAN FRANCISCO,3,0,0,0
100207,HUANUCO|AMBO|SAN RAFAEL,HUANUCO,AMBO,SAN RAFAEL,222,2,1,1
100208,HUANUCO|AMBO|TOMAY KICHWA,HUANUCO,AMBO,TOMAY KICHWA,42,0,0,0
100301,HUANUCO|DOS DE MAYO|LA UNION,HUANUCO,DOS DE MAYO,LA UNION,695,6,4,1
100307,HUANUCO|DOS DE MAYO|CHUQUIS,HUANUCO,DOS DE MAYO,CHUQUIS,22,0,0,0
100311,HUANUCO|DOS DE MAYO|MARIAS,HUANUCO,DOS DE MAYO,MARIAS,15,0,0,0
100313,HUANUCO|DOS DE MAYO|PACHAS,HUANUCO,DOS DE MAYO,PACHAS,63,0,0,0
100316,HUANUCO|DOS DE MAYO|QUIVILLA,HUANUCO,DOS DE MAYO,QUIVILLA,2,0,0,0
100317,HUANUCO|DOS DE MAYO|RIPAN,HUANUCO,DOS DE MAYO,RIPAN,77,0,0,0
100321,HUANUCO|DOS DE MAYO|SHUNQUI,HUANUCO,DOS DE MAYO,SHUNQUI,20,0,0,0
100322,HUANUCO|DOS DE MAYO|SILLAPATA,HUANUCO,DOS DE MAYO,SILLAPATA,12,0,0,0
100323,HUANUCO|DOS DE MAYO|YANAS,HUANUCO,DOS DE MAYO,YANAS,12,0,0,0
100401,HUANUCO|HUACAYBAMBA|HUACAYBAMBA,HUANUCO,HUACAYBAMBA,HUACAYBAMBA,145,2,2,1
100402,HUANUCO|HUACAYBAMBA|CANCHABAMBA,HUANUCO,HUACAYBAMBA,CANCHABAMBA,6,0,0,0
100403,HUANUCO|HUACAYBAMBA|COCHABAMBA,HUANUCO,HUACAYBAMBA,COCHABAMBA,7,2,2,0
100404,HUANUCO|HUACAYBAMBA|PINRA,HUANUCO,HUACAYBAMBA,PINRA,3,0,0,0
100501,HUANUCO|HUAMALIES|LLATA,HUANUCO,HUAMALIES,LLATA,483,2,2,1
100502,HUANUCO|HUAMALIES|ARANCAY,HUANUCO,HUAMALIES,ARANCAY,7,0,0,0
100503,HUANUCO|HUAMALIES|CHAVIN DE PARIARCA,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,69,0,0,1
100504,HUANUCO|HUAMALIES|JACAS GRANDE,HUANUCO,HUAMALIES,JACAS GRANDE,18,0,0,0
100505,HUANUCO|HUAMALIES|JIRCAN,HUANUCO,HUAMALIES,JIRCAN,1,0,0,0
100506,HUANUCO|HUAMALIES|MIRAFLORES,HUANUCO,HUAMALIES,MIRAFLORES,11,0,0,0
100507,HUANUCO|HUAMALIES|MONZON,HUANUCO,HUAMALIES,MONZON,386,5,4,3
100508,HUANUCO|HUAMALIES|PUNCHAO,HUANUCO,HUAMALIES,PUNCHAO,6,0,0,0
100509,HUANUCO|HUAMALIES|PUNOS,HUANUCO,HUAMALIES,PUÑOS,32,0,0,0
100510,HUANUCO|HUAMALIES|SINGA,HUANUCO,HUAMALIES,SINGA,9,0,0,0
100511,HUANUCO|HUAMALIES|TANTAMAYO,HUANUCO,HUAMALIES,TANTAMAYO,5,0,0,0
100601,HUANUCO|LEONCIO PRADO|RUPA-RUPA,HUANUCO,LEONCIO PRADO,RUPA-RUPA,7410,85,49,2
100602,HUANUCO|LEONCIO PRADO|DANIEL ALOMIAS ROBLES,HUANUCO,LEONCIO PRADO,DANIEL ALOMIAS ROBLES,280,4,3,0
100603,HUANUCO|LEONCIO PRADO|HERMILIO VALDIZAN,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,20,0,0,0
100604,HUANUCO|LEONCIO PRADO|JOSE CRESPO Y CASTILLO,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,1697,18,9,1
100605,HUANUCO|LEONCIO PRADO|LUYANDO,HUANUCO,LEONCIO PRADO,LUYANDO,161,3,2,0
