ubigeo,llave_distrito,dpto_hecho_new,prov_hecho,dist_hecho,denuncias_2024_2026,vehiculos_pnp,vehiculos_operativos,comisarias
021905,ANCASH|SIHUAS|CHINGALPO,ANCASH,SIHUAS,CHINGALPO,4,0,0,0
021906,ANCASH|SIHUAS|HUAYLLABAMBA,ANCASH,SIHUAS,HUAYLLABAMBA,24,0,0,0
021907,ANCASH|SIHUAS|QUICHES,ANCASH,SIHUAS,QUICHES,40,0,0,0
021908,ANCASH|SIHUAS|RAGASH,ANCASH,SIHUAS,RAGASH,18,0,0,0
021909,ANCASH|SIHUAS|SAN JUAN,ANCASH,SIHUAS,SAN JUAN,63,0,0,0
021910,ANCASH|SIHUAS|SICSIBAMBA,ANCASH,SIHUAS,SICSIBAMBA,22,0,0,0
022001,ANCASH|YUNGAY|YUNGAY,ANCASH,YUNGAY,YUNGAY,1531,6,4,1
022002,ANCASH|YUNGAY|CASCAPARA,ANCASH,YUNGAY,CASCAPARA,23,0,0,0
022003,ANCASH|YUNGAY|MANCOS,ANCASH,YUNGAY,MANCOS,292,2,2,1
022004,ANCASH|YUNGAY|MATACOTO,ANCASH,YUNGAY,MATACOTO,11,0,0,0
022005,ANCASH|YUNGAY|QUILLO,ANCASH,YUNGAY,QUILLO,95,1,1,1
022006,ANCASH|YUNGAY|RANRAHIRCA,ANCASH,YUNGAY,RANRAHIRCA,134,0,0,0
022007,ANCASH|YUNGAY|SHUPLUY,ANCASH,YUNGAY,SHUPLUY,18,0,0,0
022008,ANCASH|YUNGAY|YANAMA,ANCASH,YUNGAY,YANAMA,109,2,1,1
030101,APURIMAC|ABANCAY|ABANCAY,APURIMAC,ABANCAY,ABANCAY,8752,90,50,3
030102,APURIMAC|ABANCAY|CHACOCHE,APURIMAC,ABANCAY,CHACOCHE,77,2,2,1
030103,APURIMAC|ABANCAY|CIRCA,APURIMAC,ABANCAY,CIRCA,50,0,0,0
030104,APURIMAC|ABANCAY|CURAHUASI,APURIMAC,ABANCAY,CURAHUASI,657,7,4,1
030105,APURIMAC|ABANCAY|HUANIPACA,APURIMAC,ABANCAY,HUANIPACA,63,1,1,1
030106,APURIMAC|ABANCAY|LAMBRAMA,APURIMAC,ABANCAY,LAMBRAMA,97,1,0,1
030107,APURIMAC|ABANCAY|PICHIRHUA,APURIMAC,ABANCAY,PICHIRHUA,95,0,0,0
030108,APURIMAC|ABANCAY|SAN PEDRO DE CACHORA,APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,80,1,1,1
030109,APURIMAC|ABANCAY|TAMBURCO,APURIMAC,ABANCAY,TAMBURCO,929,0,0,1
030201,APURIMAC|ANDAHUAYLAS|ANDAHUAYLAS,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,4726,51,28,1
030202,APURIMAC|ANDAHUAYLAS|ANDARAPA,APURIMAC,ANDAHUAYLAS,ANDARAPA,110,1,1,1
030203,APURIMAC|ANDAHUAYLAS|CHIARA,APURIMAC,ANDAHUAYLAS,CHIARA,12,0,0,0
030204,APURIMAC|ANDAHUAYLAS|HUANCARAMA,APURIMAC,ANDAHUAYLAS,HUANCARAMA,108,1,0,1
030205,APURIMAC|ANDAHUAYLAS|HUANCARAY,APURIMAC,ANDAHUAYLAS,HUANCARAY,146,3,2,1
030206,APURIMAC|ANDAHUAYLAS|HUAYANA,APURIMAC,ANDAHUAYLAS,HUAYANA,8,0,0,0
030207,APURIMAC|ANDAHUAYLAS|KISHUARA,APURIMAC,ANDAHUAYLAS,KISHUARA,134,1,1,1
030208,APURIMAC|ANDAHUAYLAS|PACOBAMBA,APURIMAC,ANDAHUAYLAS,PACOBAMBA,7,0,0,0
030209,APURIMAC|ANDAHUAYLAS|PACUCHA,APURIMAC,ANDAHUAYLAS,PACUCHA,210,0,0,1
030210,APURIMAC|ANDAHUAYLAS|PAMPACHIRI,APURIMAC,ANDAHUAYLAS,PAMPACHIRI,97,2,2,1
030211,APURIMAC|ANDAHUAYLAS|POMACOCHA,APURIMAC,ANDAHUAYLAS,POMACOCHA,3,0,0,0
030212,APURIMAC|ANDAHUAYLAS|SAN ANTONIO DE CACHI,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI,103,1,1,1
030213,APURIMAC|ANDAHUAYLAS|SAN JERONIMO,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,2099,1,1,1
030214,APURIMAC|ANDAHUAYLAS|SAN MIGUEL DE CHACCRAMPA,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA,21,0,0,0
030215,APURIMAC|ANDAHUAYLAS|SANTA MARIA DE CHICMO,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,272,1,1,1
030216,APURIMAC|ANDAHUAYLAS|TALAVERA,APURIMAC,ANDAHUAYLAS,TALAVERA,1074,1,1,1
030217,APURIMAC|ANDAHUAYLAS|TUMAY HUARACA,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA,13,0,0,0
030218,APURIMAC|ANDAHUAYLAS|TURPO,APURIMAC,ANDAHUAYLAS,TURPO,29,0,0,0
030219,APURIMAC|ANDAHUAYLAS|KAQUIABAMBA,APURIMAC,ANDAHUAYLAS,KAQUIABAMBA,9,0,0,0
030301,APURIMAC|ANTABAMBA|ANTABAMBA,APURIMAC,ANTABAMBA,ANTABAMBA,270,1,0,1
030302,APURIMAC|ANTABAMBA|EL ORO,APURIMAC,ANTABAMBA,EL ORO,17,0,0,0
030303,APURIMAC|ANTABAMBA|HUAQUIRCA,APURIMAC,ANTABAMBA,HUAQUIRCA,15,0,0,0
030304,APURIMAC|ANTABAMBA|JUAN ESPINOZA MEDRANO,APURIMAC,ANTABAMBA,JUAN ESPINOZA MEDRANO,14,0,0,0
030305,APURIMAC|ANTABAMBA|OROPESA,APURIMAC,ANTABAMBA,OROPESA,71,1,0,1
030306,APURIMAC|ANTABAMBA|PACHACONAS,APURIMAC,ANTABAMBA,PACHACONAS,77,1,0,1
030307,APURIMAC|ANTABAMBA|SABAINO,APURIMAC,ANTABAMBA,SABAINO,15,0,0,0
030401,APURIMAC|AYMARAES|CHALHUANCA,APURIMAC,AYMARAES,CHALHUANCA,307,13,10,1
030402,APURIMAC|AYMARAES|CAPAYA,APURIMAC,AYMARAES,CAPAYA,7,0,0,0
030403,APURIMAC|AYMARAES|CARAYBAMBA,APURIMAC,AYMARAES,CARAYBAMBA,7,0,0,0
030404,APURIMAC|AYMARAES|CHAPIMARCA,APURIMAC,AYMARAES,CHAPIMARCA,17,0,0,0
030405,APURIMAC|AYMARAES|COLCABAMBA,APURIMAC,AYMARAES,COLCABAMBA,8,0,0,0
030406,APURIMAC|AYMARAES|COTARUSE,APURIMAC,AYMARAES,COTARUSE,63,1,0,1
030407,APURIMAC|AYMARAES|HUAYLLO,APURIMAC,AYMARAES,HUAYLLO,4,0,0,0
030408,APURIMAC|AYMARAES|JUSTO APU SAHUARAURA,APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,6,0,0,0
030409,APURIMAC|AYMARAES|LUCRE,APURIMAC,AYMARAES,LUCRE,6,0,0,0
030410,APURIMAC|AYMARAES|POCOHUANCA,APURIMAC,AYMARAES,POCOHUANCA,15,0,0,0
030411,APURIMAC|AYMARAES|SAN JUAN DE CHACNA,APURIMAC,AYMARAES,SAN JUAN DE CHACÑA,9,0,0,0
030412,APURIMAC|AYMARAES|SANAYCA,APURIMAC,AYMARAES,SAÑAYCA,9,0,0,0
030413,APURIMAC|AYMARAES|SORAYA,APURIMAC,AYMARAES,SORAYA,10,0,0,0
030414,APURIMAC|AYMARAES|TAPAIRIHUA,APURIMAC,AYMARAES,TAPAIRIHUA,118,1,0,1
030415,APURIMAC|AYMARAES|TINTAY,APURIMAC,AYMARAES,TINTAY,89,2,0,1
030416,APURIMAC|AYMARAES|TORAYA,APURIMAC,AYMARAES,TORAYA,7,0,0,0
030417,APURIMAC|AYMARAES|YANACA,APURIMAC,AYMARAES,YANACA,38,2,2,1
030501,APURIMAC|COTABAMBAS|TAMBOBAMBA,APURIMAC,COTABAMBAS,TAMBOBAMBA,348,1,1,1
030502,APURIMAC|COTABAMBAS|COTABAMBAS,APURIMAC,COTABAMBAS,COTABAMBAS,106,1,1,1
030503,APURIMAC|COTABAMBAS|COYLLURQUI,APURIMAC,COTABAMBAS,COYLLURQUI,134,1,0,1
030504,APURIMAC|COTABAMBAS|HAQUIRA,APURIMAC,COTABAMBAS,HAQUIRA,261,2,2,1
030505,APURIMAC|COTABAMBAS|MARA,APURIMAC,COTABAMBAS,MARA,233,1,1,1
030506,APURIMAC|COTABAMBAS|CHALLHUAHUACHO,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,1094,1,0,1
030601,APURIMAC|CHINCHEROS|CHINCHEROS,APURIMAC,CHINCHEROS,CHINCHEROS,480,3,0,1
030602,APURIMAC|CHINCHEROS|ANCO_HUALLO,APURIMAC,CHINCHEROS,ANCO_HUALLO,626,4,4,1
030603,APURIMAC|CHINCHEROS|COCHARCAS,APURIMAC,CHINCHEROS,COCHARCAS,70,2,1,1
030604,APURIMAC|CHINCHEROS|HUACCANA,APURIMAC,CHINCHEROS,HUACCANA,134,1,1,0
030605,APURIMAC|CHINCHEROS|OCOBAMBA,APURIMAC,CHINCHEROS,OCOBAMBA,329,1,0,1
030606,APURIMAC|CHINCHEROS|ONGOY,APURIMAC,CHINCHEROS,ONGOY,84,3,2,1
030607,APURIMAC|CHINCHEROS|URANMARCA,APURIMAC,CHINCHEROS,URANMARCA,107,2,2,1
030608,APURIMAC|CHINCHEROS|RANRACANCHA,APURIMAC,CHINCHEROS,RANRACANCHA,118,0,0,1
030701,APURIMAC|GRAU|CHUQUIBAMBILLA,APURIMAC,GRAU,CHUQUIBAMBILLA,341,1,0,1
030702,APURIMAC|GRAU|CURPAHUASI,APURIMAC,GRAU,CURPAHUASI,29,0,0,0
030703,APURIMAC|GRAU|GAMARRA,APURIMAC,GRAU,GAMARRA,53,1,0,1
030704,APURIMAC|GRAU|HUAYLLATI,APURIMAC,GRAU,HUAYLLATI,4,0,0,0
030705,APURIMAC|GRAU|MAMARA,APURIMAC,GRAU,MAMARA,81,1,1,1
030706,APURIMAC|GRAU|MICAELA BASTIDAS,APURIMAC,GRAU,MICAELA BASTIDAS,2,0,0,0
030707,APURIMAC|GRAU|PATAYPAMPA,APURIMAC,GRAU,PATAYPAMPA,3,0,0,0
030708,APURIMAC|GRAU|PROGRESO,APURIMAC,GRAU,PROGRESO,80,2,1,1
030709,APURIMAC|GRAU|SAN ANTONIO,APURIMAC,GRAU,SAN ANTONIO,4,0,0,0
030710,APURIMAC|GRAU|SANTA ROSA,APURIMAC,GRAU,SANTA ROSA,3,0,0,0
030711,APURIMAC|GRAU|TURPAY,APURIMAC,GRAU,TURPAY,6,0,0,0
030712,APURIMAC|GRAU|VILCABAMBA,APURIMAC,GRAU,VILCABAMBA,77,2,0,1
030713,APURIMAC|GRAU|VIRUNDO,APURIMAC,GRAU,VIRUNDO,4,0,0,0
030714,APURIMAC|GRAU|CURASCO,APURIMAC,GRAU,CURASCO,11,0,0,0
040101,AREQUIPA|AREQUIPA|AREQUIPA,AREQUIPA,AREQUIPA,AREQUIPA,16290,251,221,2
040102,AREQUIPA|AREQUIPA|ALTO SELVA ALEGRE,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,6008,27,23,2
040103,AREQUIPA|AREQUIPA|CAYMA,AREQUIPA,AREQUIPA,CAYMA,7977,18,15,4
040104,AREQUIPA|AREQUIPA|CERRO COLORADO,AREQUIPA,AREQUIPA,CERRO COLORADO,17056,26,23,4
040105,AREQUIPA|AREQUIPA|CHARACATO,AREQUIPA,AREQUIPA,CHARACATO,1281,3,2,1
040106,AREQUIPA|AREQUIPA|CHIGUATA,AREQUIPA,AREQUIPA,CHIGUATA,326,3,2,1
040107,AREQUIPA|AREQUIPA|JACOBO HUNTER,AREQUIPA,AREQUIPA,JACOBO HUNTER,4030,20,18,2
040108,AREQUIPA|AREQUIPA|LA JOYA,AREQUIPA,AREQUIPA,LA JOYA,2818,19,15,4
040109,AREQUIPA|AREQUIPA|MARIANO MELGAR,AREQUIPA,AREQUIPA,MARIANO MELGAR,6216,9,8,2
040110,AREQUIPA|AREQUIPA|MIRAFLORES,AREQUIPA,AREQUIPA,MIRAFLORES,7021,23,20,3
040111,AREQUIPA|AREQUIPA|MOLLEBAYA,AREQUIPA,AREQUIPA,MOLLEBAYA,577,3,3,1
040112,AREQUIPA|AREQUIPA|PAUCARPATA,AREQUIPA,AREQUIPA,PAUCARPATA,11464,33,29,5
040113,AREQUIPA|AREQUIPA|POCSI,AREQUIPA,AREQUIPA,POCSI,39,0,0,1
040114,AREQUIPA|AREQUIPA|POLOBAYA,AREQUIPA,AREQUIPA,POLOBAYA,62,2,1,1
040115,AREQUIPA|AREQUIPA|QUEQUENA,AREQUIPA,AREQUIPA,QUEQUEÑA,182,0,0,0
040116,AREQUIPA|AREQUIPA|SABANDIA,AREQUIPA,AREQUIPA,SABANDIA,697,3,3,1
040117,AREQUIPA|AREQUIPA|SACHACA,AREQUIPA,AREQUIPA,SACHACA,1954,7,7,2
040118,AREQUIPA|AREQUIPA|SAN JUAN DE SIGUAS,AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,95,1,1,1
040119,AREQUIPA|AREQUIPA|SAN JUAN DE TARUCANI,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,27,2,2,1
040120,AREQUIPA|AREQUIPA|SANTA ISABEL DE SIGUAS,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,34,0,0,0
040121,AREQUIPA|AREQUIPA|SANTA RITA DE SIGUAS,AREQUIPA,AREQUIPA,SANTA RITA DE SIGUAS,258,1,0,1
040122,AREQUIPA|AREQUIPA|SOCABAYA,AREQUIPA,AREQUIPA,SOCABAYA,6340,9,7,2
040123,AREQUIPA|AREQUIPA|TIABAYA,AREQUIPA,AREQUIPA,TIABAYA,1171,4,4,1
040124,AREQUIPA|AREQUIPA|UCHUMAYO,AREQUIPA,AREQUIPA,UCHUMAYO,1803,7,7,2
040125,AREQUIPA|AREQUIPA|VITOR,AREQUIPA,AREQUIPA,VITOR,249,3,3,2
040126,AREQUIPA|AREQUIPA|YANAHUARA,AREQUIPA,AREQUIPA,YANAHUARA,4156,116,89,1
040127,AREQUIPA|AREQUIPA|YARABAMBA,AREQUIPA,AREQUIPA,YARABAMBA,609,4,4,1
040128,AREQUIPA|AREQUIPA|YURA,AREQUIPA,AREQUIPA,YURA,3031,9,9,2
040129,AREQUIPA|AREQUIPA|JOSE LUIS BUSTAMANTE Y RIVERO,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,10314,15,12,2
040201,AREQUIPA|CAMANA|CAMANA,AREQUIPA,CAMANA,CAMANA,2169,16,11,1
040202,AREQUIPA|CAMANA|JOSE MARIA QUIMPER,AREQUIPA,CAMANA,JOSE MARIA QUIMPER,417,4,4,2
040203,AREQUIPA|CAMANA|MARIANO NICOLAS VALCARCEL,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,440,0,0,0
040204,AREQUIPA|CAMANA|MARISCAL CACERES,AREQUIPA,CAMANA,MARISCAL CACERES,483,3,3,2
040205,AREQUIPA|CAMANA|NICOLAS DE PIEROLA,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,315,3,2,1
040206,AREQUIPA|CAMANA|OCONA,AREQUIPA,CAMANA,OCOÑA,398,2,2,0
040207,AREQUIPA|CAMANA|QUILCA,AREQUIPA,CAMANA,QUILCA,100,2,1,1
040208,AREQUIPA|CAMANA|SAMUEL PASTOR,AREQUIPA,CAMANA,SAMUEL PASTOR,1765,18,14,1
040301,AREQUIPA|CARAVELI|CARAVELI,AREQUIPA,CARAVELI,CARAVELI,432,3,2,1
040302,AREQUIPA|CARAVELI|ACARI,AREQUIPA,CARAVELI,ACARI,279,1,1,1
040303,AREQUIPA|CARAVELI|ATICO,AREQUIPA,CARAVELI,ATICO,466,6,5,1
040305,AREQUIPA|CARAVELI|BELLA UNION,AREQUIPA,CARAVELI,BELLA UNION,264,2,1,1
040306,AREQUIPA|CARAVELI|CAHUACHO,AREQUIPA,CARAVELI,CAHUACHO,1,0,0,0
040307,AREQUIPA|CARAVELI|CHALA,AREQUIPA,CARAVELI,CHALA,1483,7,5,1
040308,AREQUIPA|CARAVELI|CHAPARRA,AREQUIPA,CARAVELI,CHAPARRA,349,2,2,1
040309,AREQUIPA|CARAVELI|HUANUHUANU,AREQUIPA,CARAVELI,HUANUHUANU,37,0,0,0
040310,AREQUIPA|CARAVELI|JAQUI,AREQUIPA,CARAVELI,JAQUI,76,2,2,1
040311,AREQUIPA|CARAVELI|LOMAS,AREQUIPA,CARAVELI,LOMAS,116,3,0,1
040312,AREQUIPA|CARAVELI|QUICACHA,AREQUIPA,CARAVELI,QUICACHA,89,0,0,0
040313,AREQUIPA|CARAVELI|YAUCA,AREQUIPA,CARAVELI,YAUCA,245,5,5,1
040401,AREQUIPA|CASTILLA|APLAO,AREQUIPA,CASTILLA,APLAO,624,9,9,1
040402,AREQUIPA|CASTILLA|ANDAGUA,AREQUIPA,CASTILLA,ANDAGUA,130,4,3,1
040403,AREQUIPA|CASTILLA|AYO,AREQUIPA,CASTILLA,AYO,16,0,0,0
040404,AREQUIPA|CASTILLA|CHACHAS,AREQUIPA,CASTILLA,CHACHAS,16,0,0,0
040405,AREQUIPA|CASTILLA|CHILCAYMARCA,AREQUIPA,CASTILLA,CHILCAYMARCA,5,0,0,0
040406,AREQUIPA|CASTILLA|CHOCO,AREQUIPA,CASTILLA,CHOCO,8,0,0,0
040407,AREQUIPA|CASTILLA|HUANCARQUI,AREQUIPA,CASTILLA,HUANCARQUI,41,0,0,0
040408,AREQUIPA|CASTILLA|MACHAGUAY,AREQUIPA,CASTILLA,MACHAGUAY,103,2,2,1
040409,AREQUIPA|CASTILLA|ORCOPAMPA,AREQUIPA,CASTILLA,ORCOPAMPA,127,2,2,1
040410,AREQUIPA|CASTILLA|PAMPACOLCA,AREQUIPA,CASTILLA,PAMPACOLCA,99,2,2,1
040411,AREQUIPA|CASTILLA|TIPAN,AREQUIPA,CASTILLA,TIPAN,3,0,0,0
040413,AREQUIPA|CASTILLA|URACA,AREQUIPA,CASTILLA,URACA,357,4,4,1
040414,AREQUIPA|CASTILLA|VIRACO,AREQUIPA,CASTILLA,VIRACO,202,3,2,1
040501,AREQUIPA|CAYLLOMA|CHIVAY,AREQUIPA,CAYLLOMA,CHIVAY,602,7,6,1
040502,AREQUIPA|CAYLLOMA|ACHOMA,AREQUIPA,CAYLLOMA,ACHOMA,40,0,0,0
040503,AREQUIPA|CAYLLOMA|CABANACONDE,AREQUIPA,CAYLLOMA,CABANACONDE,190,1,0,1
040504,AREQUIPA|CAYLLOMA|CALLALLI,AREQUIPA,CAYLLOMA,CALLALLI,15,0,0,0
040505,AREQUIPA|CAYLLOMA|CAYLLOMA,AREQUIPA,CAYLLOMA,CAYLLOMA,108,2,1,1
040506,AREQUIPA|CAYLLOMA|COPORAQUE,AREQUIPA,CAYLLOMA,COPORAQUE,36,0,0,0
040507,AREQUIPA|CAYLLOMA|HUAMBO,AREQUIPA,CAYLLOMA,HUAMBO,61,1,1,1
040508,AREQUIPA|CAYLLOMA|HUANCA,AREQUIPA,CAYLLOMA,HUANCA,236,2,2,1
040509,AREQUIPA|CAYLLOMA|ICHUPAMPA,AREQUIPA,CAYLLOMA,ICHUPAMPA,16,0,0,0
040510,AREQUIPA|CAYLLOMA|LARI,AREQUIPA,CAYLLOMA,LARI,17,0,0,0
040511,AREQUIPA|CAYLLOMA|LLUTA,AREQUIPA,CAYLLOMA,LLUTA,18,0,0,0
040512,AREQUIPA|CAYLLOMA|MACA,AREQUIPA,CAYLLOMA,MACA,17,0,0,0
040513,AREQUIPA|CAYLLOMA|MADRIGAL,AREQUIPA,CAYLLOMA,MADRIGAL,25,2,2,1
040514,AREQUIPA|CAYLLOMA|SAN ANTONIO DE CHUCA,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,111,0,0,1
040515,AREQUIPA|CAYLLOMA|SIBAYO,AREQUIPA,CAYLLOMA,SIBAYO,146,2,2,1
040516,AREQUIPA|CAYLLOMA|TAPAY,AREQUIPA,CAYLLOMA,TAPAY,6,0,0,0
040517,AREQUIPA|CAYLLOMA|TISCO,AREQUIPA,CAYLLOMA,TISCO,6,0,0,0
040518,AREQUIPA|CAYLLOMA|TUTI,AREQUIPA,CAYLLOMA,TUTI,26,0,0,0
040519,AREQUIPA|CAYLLOMA|YANQUE,AREQUIPA,CAYLLOMA,YANQUE,66,0,0,0
040520,AREQUIPA|CAYLLOMA|MAJES,AREQUIPA,CAYLLOMA,MAJES,3739,18,14,1
040601,AREQUIPA|CONDESUYOS|CHUQUIBAMBA,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,307,2,2,1
040602,AREQUIPA|CONDESUYOS|ANDARAY,AREQUIPA,CONDESUYOS,ANDARAY,18,3,3,1
040603,AREQUIPA|CONDESUYOS|CAYARANI,AREQUIPA,CONDESUYOS,CAYARANI,13,0,0,0
040604,AREQUIPA|CONDESUYOS|CHICHAS,AREQUIPA,CONDESUYOS,CHICHAS,4,0,0,0
040605,AREQUIPA|CONDESUYOS|IRAY,AREQUIPA,CONDESUYOS,IRAY,10,0,0,0
040606,AREQUIPA|CONDESUYOS|RIO GRANDE,AREQUIPA,CONDESUYOS,RIO GRANDE,271,2,1,1
040607,AREQUIPA|CONDESUYOS|SALAMANCA,AREQUIPA,CONDESUYOS,SALAMANCA,53,5,4,1
040608,AREQUIPA|CONDESUYOS|YANAQUIHUA,AREQUIPA,CONDESUYOS,YANAQUIHUA,106,0,0,1
040701,AREQUIPA|ISLAY|MOLLENDO,AREQUIPA,ISLAY,MOLLENDO,2432,10,8,1
040702,AREQUIPA|ISLAY|COCACHACRA,AREQUIPA,ISLAY,COCACHACRA,770,4,2,1
040703,AREQUIPA|ISLAY|DEAN VALDIVIA,AREQUIPA,ISLAY,DEAN VALDIVIA,429,7,6,2
040704,AREQUIPA|ISLAY|ISLAY,AREQUIPA,ISLAY,ISLAY,460,3,2,1
040705,AREQUIPA|ISLAY|MEJIA,AREQUIPA,ISLAY,MEJIA,152,2,0,1
040706,AREQUIPA|ISLAY|PUNTA DE BOMBON,AREQUIPA,ISLAY,PUNTA DE BOMBON,572,2,1,1
040801,AREQUIPA|LA UNION|COTAHUASI,AREQUIPA,LA UNION,COTAHUASI,190,4,4,1
040802,AREQUIPA|LA UNION|ALCA,AREQUIPA,LA UNION,ALCA,98,5,4,1
040803,AREQUIPA|LA UNION|CHARCANA,AREQUIPA,LA UNION,CHARCANA,31,3,3,1
040804,AREQUIPA|LA UNION|HUAYNACOTAS,AREQUIPA,LA UNION,HUAYNACOTAS,6,0,0,0
040805,AREQUIPA|LA UNION|PAMPAMARCA,AREQUIPA,LA UNION,PAMPAMARCA,7,0,0,0
040806,AREQUIPA|LA UNION|PUYCA,AREQUIPA,LA UNION,PUYCA,3,0,0,0
040807,AREQUIPA|LA UNION|QUECHUALLA,AREQUIPA,LA UNION,QUECHUALLA,6,0,0,0
040809,AREQUIPA|LA UNION|TAURIA,AREQUIPA,LA UNION,TAURIA,2,0,0,0
040810,AREQUIPA|LA UNION|TOMEPAMPA,AREQUIPA,LA UNION,TOMEPAMPA,10,0,0,0
040811,AREQUIPA|LA UNION|TORO,AREQUIPA,LA UNION,TORO,10,0,0,0
050101,AYACUCHO|HUAMANGA|AYACUCHO,AYACUCHO,HUAMANGA,AYACUCHO,17128,165,127,1
050102,AYACUCHO|HUAMANGA|ACOCRO,AYACUCHO,HUAMANGA,ACOCRO,162,0,0,0
050103,AYACUCHO|HUAMANGA|ACOS VINCHOS,AYACUCHO,HUAMANGA,ACOS VINCHOS,105,1,1,0
050104,AYACUCHO|HUAMANGA|CARMEN ALTO,AYACUCHO,HUAMANGA,CARMEN ALTO,2159,17,12,1
050105,AYACUCHO|HUAMANGA|CHIARA,AYACUCHO,HUAMANGA,CHIARA,175,0,0,0
050106,AYACUCHO|HUAMANGA|OCROS,AYACUCHO,HUAMANGA,OCROS,170,2,2,0
050107,AYACUCHO|HUAMANGA|PACAYCASA,AYACUCHO,HUAMANGA,PACAYCASA,63,0,0,0
050108,AYACUCHO|HUAMANGA|QUINUA,AYACUCHO,HUAMANGA,QUINUA,170,2,2,0
050109,AYACUCHO|HUAMANGA|SAN JOSE DE TICLLAS,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,11,0,0,0
050110,AYACUCHO|HUAMANGA|SAN JUAN BAUTISTA,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,2230,0,0,0
050111,AYACUCHO|HUAMANGA|SANTIAGO DE PISCHA,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,15,0,0,0
050112,AYACUCHO|HUAMANGA|SOCOS,AYACUCHO,HUAMANGA,SOCOS,45,0,0,0
050113,AYACUCHO|HUAMANGA|TAMBILLO,AYACUCHO,HUAMANGA,TAMBILLO,135,0,0,0
050114,AYACUCHO|HUAMANGA|VINCHOS,AYACUCHO,HUAMANGA,VINCHOS,180,2,2,0
050115,AYACUCHO|HUAMANGA|JESUS NAZARENO,AYACUCHO,HUAMANGA,JESUS NAZARENO,852,3,2,1
050116,AYACUCHO|HUAMANGA|ANDRES AVELINO CACERES,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES,1076,0,0,0
050201,AYACUCHO|CANGALLO|CANGALLO,AYACUCHO,CANGALLO,CANGALLO,341,3,2,0
050202,AYACUCHO|CANGALLO|CHUSCHI,AYACUCHO,CANGALLO,CHUSCHI,125,2,2,0
050203,AYACUCHO|CANGALLO|LOS MOROCHUCOS,AYACUCHO,CANGALLO,LOS MOROCHUCOS,292,3,3,0
050204,AYACUCHO|CANGALLO|MARIA PARADO DE BELLIDO,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,26,0,0,0
050205,AYACUCHO|CANGALLO|PARAS,AYACUCHO,CANGALLO,PARAS,60,2,2,0
050206,AYACUCHO|CANGALLO|TOTOS,AYACUCHO,CANGALLO,TOTOS,58,3,3,1
050301,AYACUCHO|HUANCA SANCOS|SANCOS,AYACUCHO,HUANCA SANCOS,SANCOS,241,2,2,1
050302,AYACUCHO|HUANCA SANCOS|CARAPO,AYACUCHO,HUANCA SANCOS,CARAPO,9,0,0,0
050303,AYACUCHO|HUANCA SANCOS|SACSAMARCA,AYACUCHO,HUANCA SANCOS,SACSAMARCA,4,0,0,0
050304,AYACUCHO|HUANCA SANCOS|SANTIAGO DE LUCANAMARCA,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,8,0,0,0
050401,AYACUCHO|HUANTA|HUANTA,AYACUCHO,HUANTA,HUANTA,2141,79,58,1
050402,AYACUCHO|HUANTA|AYAHUANCO,AYACUCHO,HUANTA,AYAHUANCO,6,0,0,0
050403,AYACUCHO|HUANTA|HUAMANGUILLA,AYACUCHO,HUANTA,HUAMANGUILLA,161,2,1,1
050404,AYACUCHO|HUANTA|IGUAIN,AYACUCHO,HUANTA,IGUAIN,28,0,0,0
050405,AYACUCHO|HUANTA|LURICOCHA,AYACUCHO,HUANTA,LURICOCHA,38,0,0,0
050406,AYACUCHO|HUANTA|SANTILLANA,AYACUCHO,HUANTA,SANTILLANA,11,0,0,0
050407,AYACUCHO|HUANTA|SIVIA,AYACUCHO,HUANTA,SIVIA,533,5,4,1
050408,AYACUCHO|HUANTA|LLOCHEGUA,AYACUCHO,HUANTA,LLOCHEGUA,427,6,5,1
050501,AYACUCHO|LA MAR|SAN MIGUEL,AYACUCHO,LA MAR,SAN MIGUEL,684,5,4,1
