AÑO,MES,UBIGEO,NOMBDEPTO,NOMBPROV,NOMBDIST,TIPO_VEHICULO,TIPO_UNIDAD,TIPO_VEHICULO_PRIO,TIPO_PROCEDENCIA,ESTADO,AÑOFABRICACION,CANTIDAD
2025,JULIO,211101,PUNO,SAN ROMAN,JULIACA,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2009,2
2025,JULIO,80902,CUSCO,LA CONVENCION,ECHARATE,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2017,1
2025,JULIO,200601,PIURA,SULLANA,SULLANA,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2017,4
2025,JULIO,21801,ÁNCASH,SANTA,CHIMBOTE,CAMIONETA,UNIDAD ADMINISTRATIVA,CAMIONETA,DONACION,INOPERATIVO IRRECUPERABLE,2010,3
2025,JULIO,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2016,17
2025,JULIO,60202,CAJAMARCA,CAJABAMBA,CACHACHI,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2013,1
2025,JULIO,150705,REGIÓN LIMA,HUAROCHIRI,CHICLA,MOTOCICLETA,PATRULLAJE CARRETERAS,MOTOCICLETA,COMPRA DIRECTA,OPERATIVO,2015,1
2025,JULIO,150101,LIMA METROPOLITANA,LIMA,LIMA,AUTO,UNIDAD ADMINISTRATIVA,AUTO,DONACION,INOPERATIVO IRRECUPERABLE,2010,1
2025,JULIO,80907,CUSCO,LA CONVENCION,KIMBIRI,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,COMPRA DIRECTA,OPERATIVO,2024,3
2025,JULIO,130702,LA LIBERTAD,PACASMAYO,GUADALUPE,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2014,1
2025,JULIO,20101,ÁNCASH,HUARAZ,HUARAZ,CAMIONETA,UNIDAD ADMINISTRATIVA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2012,1
2025,JULIO,130704,LA LIBERTAD,PACASMAYO,PACASMAYO,CAMIONETA,COMISARIA BASICA,CAMIONETA,DONACION,OPERATIVO,2024,2
2025,JULIO,110205,ICA,CHINCHA,EL CARMEN,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2016,1
2025,JULIO,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,DONACION,OPERATIVO,2023,7
2025,JULIO,130305,LA LIBERTAD,BOLIVAR,UCHUMARCA,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,COMPRA DIRECTA,OPERATIVO,2013,1
2025,JULIO,160401,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,DONACION,OPERATIVO,2023,2
2025,JULIO,150501,REGIÓN LIMA,CAÑETE,SAN VICENTE DE CAÑETE,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,DONACION,INOPERATIVO RECUPERABLE,2013,2
2025,JULIO,21801,ÁNCASH,SANTA,CHIMBOTE,CAMIONETA,UNIDAD ADMINISTRATIVA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,1995,2
2025,JULIO,120114,JUNIN,HUANCAYO,EL TAMBO,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2016,4
2025,JULIO,110204,ICA,CHINCHA,CHINCHA BAJA,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2016,1
2025,JULIO,110105,ICA,ICA,PACHACUTEC,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2016,1
2025,JULIO,230101,TACNA,TACNA,TACNA,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2008,1
2025,JULIO,150103,LIMA METROPOLITANA,LIMA,ATE,AMBULANCIA,UNIDAD ADMINISTRATIVA,OTROS,OTROS,INOPERATIVO RECUPERABLE,2008,1
2025,JULIO,250201,UCAYALI,ATALAYA,RAYMONDI,BOTE/MFB,COMISARIA BASICA,OTROS,COMPRA DIRECTA,OPERATIVO,2008,1
2025,JULIO,90301,HUANCAVELICA,ANGARAES,LIRCAY,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2010,1
2025,JULIO,200101,PIURA,PIURA,PIURA,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,CONVENIO NAS,INOPERATIVO IRRECUPERABLE,2000,1
2025,JULIO,90401,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,CAMIONETA,COMISARIA BASICA,CAMIONETA,AFECTACION EN USO,OPERATIVO,2023,1
2025,JULIO,150118,LIMA METROPOLITANA,LIMA,LURIGANCHO,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2016,1
2025,JULIO,160501,LORETO,REQUENA,REQUENA,DESLIZADOR,UNIDAD ESPECIALIZADA,OTROS,CONVENIO NAS,INOPERATIVO RECUPERABLE,1995,1
2025,JULIO,221001,SAN MARTIN,TOCACHE,TOCACHE,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2016,2
2025,JULIO,120604,JUNIN,SATIPO,MAZAMARI,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,1995,1
2025,JULIO,210110,PUNO,PUNO,PAUCARCOLLA,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2016,1
2025,JULIO,10521,AMAZONAS,LUYA,SANTO TOMAS,CAMIONETA,COMISARIA BASICA,CAMIONETA,DONACION,OPERATIVO,2014,1
2025,JULIO,160401,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,DONACION,OPERATIVO,2013,5
2025,JULIO,50202,AYACUCHO,CANGALLO,CHUSCHI,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,COMPRA DIRECTA,OPERATIVO,2007,1
2025,JULIO,21801,ÁNCASH,SANTA,CHIMBOTE,CAMIONETA,UNIDAD ADMINISTRATIVA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2009,4
2025,JULIO,160105,LORETO,MAYNAS,LAS AMAZONAS,DESLIZADOR,COMISARIA BASICA,OTROS,OFECOD,INOPERATIVO IRRECUPERABLE,1990,1
2025,JULIO,150101,LIMA METROPOLITANA,LIMA,LIMA,MOTOCICLETA,UNIDAD ESPECIALIZADA,MOTOCICLETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2008,1
2025,JULIO,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,AUTO,UNIDAD ESPECIALIZADA,AUTO,PRONABI,OPERATIVO,2013,1
2025,JULIO,100604,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2000,1
2025,JULIO,200602,PIURA,SULLANA,BELLAVISTA,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,DONACION,INOPERATIVO IRRECUPERABLE,2012,1
2025,JULIO,50101,AYACUCHO,HUAMANGA,AYACUCHO,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,OFECOD,INOPERATIVO IRRECUPERABLE,2010,1
2025,JULIO,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2018,3
2025,JULIO,230107,TACNA,TACNA,PALCA,CAMIONETA,PUESTO VIGILANCIA DE FRONTERAS,CAMIONETA,COMPRA DIRECTA,OPERATIVO,1995,1
2025,JULIO,140118,LAMBAYEQUE,CHICLAYO,POMALCA,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2016,3
2025,JULIO,60401,CAJAMARCA,CHOTA,CHOTA,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2015,1
2025,JULIO,150101,LIMA METROPOLITANA,LIMA,LIMA,MOTOCICLETA,UNIDAD ESPECIALIZADA,MOTOCICLETA,PRONABI,OPERATIVO,2013,3
2025,JULIO,70106,PROV. CONST. DEL CALLAO,CALLAO,VENTANILLA,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2014,4
2025,JULIO,60501,CAJAMARCA,CONTUMAZA,CONTUMAZA,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2008,1
2025,JULIO,50101,AYACUCHO,HUAMANGA,AYACUCHO,AUTO,UNIDAD ADMINISTRATIVA,AUTO,OFECOD,INOPERATIVO IRRECUPERABLE,1993,1
2025,JULIO,150101,LIMA METROPOLITANA,LIMA,LIMA,CAMION,UNIDAD ADMINISTRATIVA,OTROS,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,1987,1
2025,JULIO,150727,REGIÓN LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,CAMIONETA,PATRULLAJE CARRETERAS,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2016,2
2025,JULIO,150303,REGIÓN LIMA,CAJATAMBO,GORGOR,CAMIONETA,COMISARIA BASICA,CAMIONETA,OTROS,INOPERATIVO IRRECUPERABLE,2021,1
2025,JULIO,130604,LA LIBERTAD,OTUZCO,CHARAT,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,COMPRA DIRECTA,OPERATIVO,2013,1
2025,JULIO,170301,MADRE DE DIOS,TAHUAMANU,IÑAPARI,CAMIONETA,PATRULLAJE CARRETERAS,CAMIONETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2016,1
2025,JULIO,70102,PROV. CONST. DEL CALLAO,CALLAO,BELLAVISTA,AUTO,COMISARIA BASICA,AUTO,DONACION,INOPERATIVO IRRECUPERABLE,2011,1
2025,JULIO,150131,LIMA METROPOLITANA,LIMA,SAN ISIDRO,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,PRONABI,OPERATIVO,2023,1
2025,JULIO,40107,AREQUIPA,AREQUIPA,JACOBO HUNTER,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,DONACION,OPERATIVO,2012,2
2025,JULIO,150501,REGIÓN LIMA,CAÑETE,SAN VICENTE DE CAÑETE,MOTOCICLETA,UNIDAD ESPECIALIZADA,MOTOCICLETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2013,4
2025,JULIO,240103,TUMBES,TUMBES,LA CRUZ,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2016,1
2025,JULIO,150101,LIMA METROPOLITANA,LIMA,LIMA,MOTOCICLETA,UNIDAD ESPECIALIZADA,MOTOCICLETA,COMPRA DIRECTA,OPERATIVO,2023,47
2025,JULIO,50503,AYACUCHO,LA MAR,AYNA,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2016,1
2025,JULIO,50401,AYACUCHO,HUANTA,HUANTA,MOTOCICLETA,UNIDAD ESPECIALIZADA,MOTOCICLETA,DONACION,OPERATIVO,2008,1
2025,JULIO,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,AUTO,UNIDAD ESPECIALIZADA,AUTO,OFECOD,INOPERATIVO IRRECUPERABLE,1984,1
2025,JULIO,150131,LIMA METROPOLITANA,LIMA,SAN ISIDRO,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,PRONABI,OPERATIVO,2016,3
2025,JULIO,80910,CUSCO,LA CONVENCION,PICHARI,AUTO,UNIDAD ESPECIALIZADA,AUTO,OTROS,INOPERATIVO RECUPERABLE,1971,1
2025,JULIO,150605,REGIÓN LIMA,HUARAL,CHANCAY,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2000,1
2025,JULIO,40128,AREQUIPA,AREQUIPA,YURA,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,COMPRA DIRECTA,OPERATIVO,2017,1
2025,JULIO,150604,REGIÓN LIMA,HUARAL,AUCALLAMA,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2016,4
2025,JULIO,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2014,1
2025,JULIO,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2015,1
2025,JULIO,20101,ÁNCASH,HUARAZ,HUARAZ,CAMIONETA,UNIDAD ADMINISTRATIVA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2014,16
2025,JULIO,230101,TACNA,TACNA,TACNA,MOTOCICLETA,UNIDAD ADMINISTRATIVA,MOTOCICLETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2013,1
2025,JULIO,40101,AREQUIPA,AREQUIPA,AREQUIPA,AUTO,UNIDAD ESPECIALIZADA,AUTO,CONVENIO NAS,OPERATIVO,2015,1
2025,JULIO,70101,PROV. CONST. DEL CALLAO,CALLAO,CALLAO,MOTOCICLETA,UNIDAD ESPECIALIZADA,MOTOCICLETA,DONACION,OPERATIVO,2013,2
2025,JULIO,211201,PUNO,SANDIA,SANDIA,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2024,3
2025,JULIO,40126,AREQUIPA,AREQUIPA,YANAHUARA,AUTO,UNIDAD ESPECIALIZADA,AUTO,PRONABI,OPERATIVO,2015,1
2025,JULIO,110201,ICA,CHINCHA,CHINCHA ALTA,MOTOCICLETA,UNIDAD ESPECIALIZADA,MOTOCICLETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2013,1
2025,JULIO,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,AUTO,UNIDAD ESPECIALIZADA,AUTO,PRONABI,OPERATIVO,2020,1
2025,JULIO,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,OMNIBUS,UNIDAD ESPECIALIZADA,OTROS,COMPRA DIRECTA,OPERATIVO,2009,1
2025,JULIO,160101,LORETO,MAYNAS,IQUITOS,MOTOCICLETA,UNIDAD ESPECIALIZADA,MOTOCICLETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2013,4
2025,JULIO,170303,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,MOTOCICLETA,PUESTO VIGILANCIA DE FRONTERAS,MOTOCICLETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2013,2
2025,JULIO,180210,MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2024,1
2025,JULIO,150104,LIMA METROPOLITANA,LIMA,BARRANCO,CAMION,UNIDAD ESPECIALIZADA,OTROS,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2018,1
2025,JULIO,210101,PUNO,PUNO,PUNO,MOTOR F/B,UNIDAD ADMINISTRATIVA,OTROS,DONACION,INOPERATIVO IRRECUPERABLE,1980,1
2025,JULIO,150806,REGIÓN LIMA,HUAURA,HUAURA,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2010,1
2025,JULIO,150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,MOTOCICLETA,PATRULLAJE CARRETERAS,MOTOCICLETA,COMPRA DIRECTA,OPERATIVO,2015,14
2025,JULIO,150801,REGIÓN LIMA,HUAURA,HUACHO,MOTOCICLETA,UNIDAD ESPECIALIZADA,MOTOCICLETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2015,2
2025,JULIO,120601,JUNIN,SATIPO,SATIPO,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2008,1
2025,JULIO,150101,LIMA METROPOLITANA,LIMA,LIMA,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,DONACION,OPERATIVO,2009,1
2025,JULIO,120101,JUNIN,HUANCAYO,HUANCAYO,MOTOBOMBA,UNIDAD ADMINISTRATIVA,OTROS,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,1990,1
2025,JULIO,150101,LIMA METROPOLITANA,LIMA,LIMA,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2010,6
2025,JULIO,150101,LIMA METROPOLITANA,LIMA,LIMA,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2024,18
2025,JULIO,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,CAMIONETA,PATRULLAJE CARRETERAS,CAMIONETA,DONACION,OPERATIVO,2007,1
2025,JULIO,120114,JUNIN,HUANCAYO,EL TAMBO,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2016,1
2025,JULIO,150114,LIMA METROPOLITANA,LIMA,LA MOLINA,AUTO,UNIDAD ESPECIALIZADA,AUTO,AFECTACION EN USO,OPERATIVO,2013,1
2025,JULIO,150120,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,MINIBUS,UNIDAD ESPECIALIZADA,OTROS,COMPRA DIRECTA,OPERATIVO,2022,1
2025,JULIO,200101,PIURA,PIURA,PIURA,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,CONVENIO NAS,OPERATIVO,2013,1
2025,JULIO,110201,ICA,CHINCHA,CHINCHA ALTA,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2016,2
2025,JULIO,110201,ICA,CHINCHA,CHINCHA ALTA,MOTOCICLETA,UNIDAD ESPECIALIZADA,MOTOCICLETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2017,4
2025,JULIO,150101,LIMA METROPOLITANA,LIMA,LIMA,TRIMOTO,UNIDAD ESPECIALIZADA,OTROS,PRONABI,OPERATIVO,2016,1
2025,JULIO,40107,AREQUIPA,AREQUIPA,JACOBO HUNTER,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2016,5
2025,JULIO,150801,REGIÓN LIMA,HUAURA,HUACHO,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2000,2
2025,JULIO,70106,PROV. CONST. DEL CALLAO,CALLAO,VENTANILLA,CAMIONETA,COMISARIA BASICA,CAMIONETA,DONACION,INOPERATIVO IRRECUPERABLE,2014,1
2025,JULIO,130107,LA LIBERTAD,TRUJILLO,MOCHE,AUTO,UNIDAD ADMINISTRATIVA,AUTO,OFECOD,INOPERATIVO IRRECUPERABLE,2000,2
2025,JULIO,210402,PUNO,CHUCUITO,DESAGUADERO,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2016,1
2025,JULIO,150141,LIMA METROPOLITANA,LIMA,SURQUILLO,MOTOCICLETA,UNIDAD ESPECIALIZADA,MOTOCICLETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2014,1
2025,JULIO,110501,ICA,PISCO,PISCO,AUTO,COMISARIA BASICA,AUTO,OFECOD,INOPERATIVO IRRECUPERABLE,1995,2
2025,JULIO,150134,LIMA METROPOLITANA,LIMA,SAN LUIS,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,AFECTACION EN USO,OPERATIVO,2024,10
2025,JULIO,40402,AREQUIPA,CASTILLA,ANDAGUA,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,DONACION,INOPERATIVO RECUPERABLE,2012,1
2025,JULIO,150501,REGIÓN LIMA,CAÑETE,SAN VICENTE DE CAÑETE,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2009,2
2025,JULIO,50206,AYACUCHO,CANGALLO,TOTOS,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2009,1
2025,JULIO,150104,LIMA METROPOLITANA,LIMA,BARRANCO,CUATRIMOTO,UNIDAD ESPECIALIZADA,OTROS,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2018,1
2025,JULIO,150131,LIMA METROPOLITANA,LIMA,SAN ISIDRO,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,PRONABI,OPERATIVO,2012,4
2025,JULIO,210101,PUNO,PUNO,PUNO,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,OTROS,OPERATIVO,2013,1
2025,JULIO,40101,AREQUIPA,AREQUIPA,AREQUIPA,MOTOCICLETA,UNIDAD ESPECIALIZADA,MOTOCICLETA,DONACION,INOPERATIVO RECUPERABLE,2018,1
2025,JULIO,130107,LA LIBERTAD,TRUJILLO,MOCHE,CAMIONETA,UNIDAD ADMINISTRATIVA,CAMIONETA,OFECOD,INOPERATIVO IRRECUPERABLE,1998,1
2025,JULIO,150601,REGIÓN LIMA,HUARAL,HUARAL,CAMIONETA,COMISARIA BASICA,CAMIONETA,DONACION,INOPERATIVO RECUPERABLE,2013,1
2025,JULIO,150605,REGIÓN LIMA,HUARAL,CHANCAY,CAMIONETA,PATRULLAJE CARRETERAS,CAMIONETA,OFECOD,INOPERATIVO IRRECUPERABLE,1992,1
2025,JULIO,80404,CUSCO,CALCA,LARES,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2016,1
2025,JULIO,80204,CUSCO,ACOMAYO,MOSOC LLACTA,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2009,1
2025,JULIO,100901,HUANUCO,PUERTO INCA,PUERTO INCA,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,PRONABI,INOPERATIVO IRRECUPERABLE,1989,1
2025,JULIO,21801,ÁNCASH,SANTA,CHIMBOTE,CAMIONETA,UNIDAD ADMINISTRATIVA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,1999,1
2025,JULIO,130202,LA LIBERTAD,ASCOPE,CHICAMA,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2014,1
2025,JULIO,130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,AUTO,UNIDAD ADMINISTRATIVA,AUTO,OFECOD,INOPERATIVO IRRECUPERABLE,1994,1
2025,JULIO,20112,ÁNCASH,HUARAZ,TARICA,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,COMPRA DIRECTA,OPERATIVO,2017,1
2025,JULIO,120701,JUNIN,TARMA,TARMA,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,COMPRA DIRECTA,OPERATIVO,2015,3
2025,JULIO,60507,CAJAMARCA,CONTUMAZA,TANTARICA,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2013,1
2025,JULIO,80910,CUSCO,LA CONVENCION,PICHARI,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2017,1
2025,JULIO,40101,AREQUIPA,AREQUIPA,AREQUIPA,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,DONACION,OPERATIVO,2008,1
2025,JULIO,150101,LIMA METROPOLITANA,LIMA,LIMA,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2012,3
2025,JULIO,150601,REGIÓN LIMA,HUARAL,HUARAL,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2000,1
2025,JULIO,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2018,1
2025,JULIO,110101,ICA,ICA,ICA,CAMIONETA,UNIDAD ADMINISTRATIVA,CAMIONETA,PRONABI,INOPERATIVO RECUPERABLE,2016,1
2025,JULIO,150128,LIMA METROPOLITANA,LIMA,RIMAC,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,COMPRA DIRECTA,OPERATIVO,2019,1
2025,JULIO,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2013,12
2025,JULIO,140102,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,DONACION,OPERATIVO,2014,1
2025,JULIO,100601,HUANUCO,LEONCIO PRADO,RUPA-RUPA,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,OFECOD,INOPERATIVO IRRECUPERABLE,1987,1
2025,JULIO,190113,PASCO,PASCO,YANACANCHA,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2020,1
2025,JULIO,150101,LIMA METROPOLITANA,LIMA,LIMA,MOTOCICLETA,UNIDAD ESPECIALIZADA,MOTOCICLETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2009,7
2025,JULIO,40112,AREQUIPA,AREQUIPA,PAUCARPATA,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2016,3
2025,JULIO,150109,LIMA METROPOLITANA,LIMA,CIENEGUILLA,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2024,1
2025,JULIO,150111,LIMA METROPOLITANA,LIMA,EL AGUSTINO,AUTO,UNIDAD ESPECIALIZADA,AUTO,COMPRA DIRECTA,OPERATIVO,2023,1
2025,JULIO,150131,LIMA METROPOLITANA,LIMA,SAN ISIDRO,MOTOCICLETA,UNIDAD ESPECIALIZADA,MOTOCICLETA,DONACION,OPERATIVO,2016,1
2025,JULIO,40202,AREQUIPA,CAMANA,JOSE MARIA QUIMPER,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,COMPRA DIRECTA,OPERATIVO,2015,1
2025,JULIO,130702,LA LIBERTAD,PACASMAYO,GUADALUPE,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,DONACION,OPERATIVO,2013,1
