ubigeo,dpto_hecho_new,prov_hecho,dist_hecho,indicador,valor
090403,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,vehiculos_pnp,1
090403,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,vehiculos_operativos,1
090403,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,comisarias,1
090404,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,denuncias_2024_2026,7
090404,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,vehiculos_pnp,0
090404,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,vehiculos_operativos,0
090404,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,comisarias,0
090405,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,denuncias_2024_2026,29
090405,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,vehiculos_pnp,1
090405,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,vehiculos_operativos,1
090405,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,comisarias,1
090406,HUANCAVELICA,CASTROVIRREYNA,COCAS,denuncias_2024_2026,4
090406,HUANCAVELICA,CASTROVIRREYNA,COCAS,vehiculos_pnp,0
090406,HUANCAVELICA,CASTROVIRREYNA,COCAS,vehiculos_operativos,0
090406,HUANCAVELICA,CASTROVIRREYNA,COCAS,comisarias,0
090407,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,denuncias_2024_2026,52
090407,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,vehiculos_pnp,1
090407,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,vehiculos_operativos,1
090407,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,comisarias,1
090408,HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,denuncias_2024_2026,1
090408,HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,vehiculos_pnp,0
090408,HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,vehiculos_operativos,0
090408,HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,comisarias,0
090409,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,denuncias_2024_2026,1
090409,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,vehiculos_pnp,0
090409,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,vehiculos_operativos,0
090409,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,comisarias,0
090410,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,denuncias_2024_2026,4
090410,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,vehiculos_pnp,0
090410,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,vehiculos_operativos,0
090410,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,comisarias,0
090411,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,denuncias_2024_2026,12
090411,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,vehiculos_pnp,0
090411,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,vehiculos_operativos,0
090411,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,comisarias,0
090412,HUANCAVELICA,CASTROVIRREYNA,TANTARA,denuncias_2024_2026,56
090412,HUANCAVELICA,CASTROVIRREYNA,TANTARA,vehiculos_pnp,0
090412,HUANCAVELICA,CASTROVIRREYNA,TANTARA,vehiculos_operativos,0
090412,HUANCAVELICA,CASTROVIRREYNA,TANTARA,comisarias,1
090413,HUANCAVELICA,CASTROVIRREYNA,TICRAPO,denuncias_2024_2026,84
090413,HUANCAVELICA,CASTROVIRREYNA,TICRAPO,vehiculos_pnp,1
090413,HUANCAVELICA,CASTROVIRREYNA,TICRAPO,vehiculos_operativos,1
090413,HUANCAVELICA,CASTROVIRREYNA,TICRAPO,comisarias,1
090501,HUANCAVELICA,CHURCAMPA,CHURCAMPA,denuncias_2024_2026,134
090501,HUANCAVELICA,CHURCAMPA,CHURCAMPA,vehiculos_pnp,3
090501,HUANCAVELICA,CHURCAMPA,CHURCAMPA,vehiculos_operativos,2
090501,HUANCAVELICA,CHURCAMPA,CHURCAMPA,comisarias,1
090502,HUANCAVELICA,CHURCAMPA,ANCO,denuncias_2024_2026,191
090502,HUANCAVELICA,CHURCAMPA,ANCO,vehiculos_pnp,3
090502,HUANCAVELICA,CHURCAMPA,ANCO,vehiculos_operativos,1
090502,HUANCAVELICA,CHURCAMPA,ANCO,comisarias,1
090503,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,denuncias_2024_2026,33
090503,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,vehiculos_pnp,3
090503,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,vehiculos_operativos,2
090503,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,comisarias,1
090504,HUANCAVELICA,CHURCAMPA,EL CARMEN,denuncias_2024_2026,2
090504,HUANCAVELICA,CHURCAMPA,EL CARMEN,vehiculos_pnp,0
090504,HUANCAVELICA,CHURCAMPA,EL CARMEN,vehiculos_operativos,0
090504,HUANCAVELICA,CHURCAMPA,EL CARMEN,comisarias,0
090506,HUANCAVELICA,CHURCAMPA,LOCROJA,denuncias_2024_2026,17
090506,HUANCAVELICA,CHURCAMPA,LOCROJA,vehiculos_pnp,0
090506,HUANCAVELICA,CHURCAMPA,LOCROJA,vehiculos_operativos,0
090506,HUANCAVELICA,CHURCAMPA,LOCROJA,comisarias,0
090507,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,denuncias_2024_2026,90
090507,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,vehiculos_pnp,5
090507,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,vehiculos_operativos,4
090507,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,comisarias,1
090508,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,denuncias_2024_2026,46
090508,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,vehiculos_pnp,2
090508,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,vehiculos_operativos,2
090508,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,comisarias,1
090509,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,denuncias_2024_2026,47
090509,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,vehiculos_pnp,5
090509,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,vehiculos_operativos,3
090509,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,comisarias,1
090510,HUANCAVELICA,CHURCAMPA,PACHAMARCA,denuncias_2024_2026,1
090510,HUANCAVELICA,CHURCAMPA,PACHAMARCA,vehiculos_pnp,0
090510,HUANCAVELICA,CHURCAMPA,PACHAMARCA,vehiculos_operativos,0
090510,HUANCAVELICA,CHURCAMPA,PACHAMARCA,comisarias,0
090601,HUANCAVELICA,HUAYTARA,HUAYTARA,denuncias_2024_2026,140
090601,HUANCAVELICA,HUAYTARA,HUAYTARA,vehiculos_pnp,6
090601,HUANCAVELICA,HUAYTARA,HUAYTARA,vehiculos_operativos,2
090601,HUANCAVELICA,HUAYTARA,HUAYTARA,comisarias,1
090603,HUANCAVELICA,HUAYTARA,CORDOVA,denuncias_2024_2026,36
090603,HUANCAVELICA,HUAYTARA,CORDOVA,vehiculos_pnp,1
090603,HUANCAVELICA,HUAYTARA,CORDOVA,vehiculos_operativos,0
090603,HUANCAVELICA,HUAYTARA,CORDOVA,comisarias,1
090605,HUANCAVELICA,HUAYTARA,LARAMARCA,denuncias_2024_2026,3
090605,HUANCAVELICA,HUAYTARA,LARAMARCA,vehiculos_pnp,0
090605,HUANCAVELICA,HUAYTARA,LARAMARCA,vehiculos_operativos,0
090605,HUANCAVELICA,HUAYTARA,LARAMARCA,comisarias,0
090606,HUANCAVELICA,HUAYTARA,OCOYO,denuncias_2024_2026,5
090606,HUANCAVELICA,HUAYTARA,OCOYO,vehiculos_pnp,0
090606,HUANCAVELICA,HUAYTARA,OCOYO,vehiculos_operativos,0
090606,HUANCAVELICA,HUAYTARA,OCOYO,comisarias,0
090607,HUANCAVELICA,HUAYTARA,PILPICHACA,denuncias_2024_2026,90
090607,HUANCAVELICA,HUAYTARA,PILPICHACA,vehiculos_pnp,2
090607,HUANCAVELICA,HUAYTARA,PILPICHACA,vehiculos_operativos,2
090607,HUANCAVELICA,HUAYTARA,PILPICHACA,comisarias,0
090608,HUANCAVELICA,HUAYTARA,QUERCO,denuncias_2024_2026,5
090608,HUANCAVELICA,HUAYTARA,QUERCO,vehiculos_pnp,0
090608,HUANCAVELICA,HUAYTARA,QUERCO,vehiculos_operativos,0
090608,HUANCAVELICA,HUAYTARA,QUERCO,comisarias,0
090609,HUANCAVELICA,HUAYTARA,QUITO-ARMA,denuncias_2024_2026,1
090609,HUANCAVELICA,HUAYTARA,QUITO-ARMA,vehiculos_pnp,0
090609,HUANCAVELICA,HUAYTARA,QUITO-ARMA,vehiculos_operativos,0
090609,HUANCAVELICA,HUAYTARA,QUITO-ARMA,comisarias,0
090610,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,denuncias_2024_2026,3
090610,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,vehiculos_pnp,0
090610,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,vehiculos_operativos,0
090610,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,comisarias,0
090611,HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO,denuncias_2024_2026,5
090611,HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO,vehiculos_pnp,0
090611,HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO,vehiculos_operativos,0
090611,HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO,comisarias,0
090613,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,denuncias_2024_2026,73
090613,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,vehiculos_pnp,1
090613,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,vehiculos_operativos,0
090613,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,comisarias,1
090614,HUANCAVELICA,HUAYTARA,SANTIAGO DE QUIRAHUARA,denuncias_2024_2026,2
090614,HUANCAVELICA,HUAYTARA,SANTIAGO DE QUIRAHUARA,vehiculos_pnp,0
090614,HUANCAVELICA,HUAYTARA,SANTIAGO DE QUIRAHUARA,vehiculos_operativos,0
090614,HUANCAVELICA,HUAYTARA,SANTIAGO DE QUIRAHUARA,comisarias,0
090615,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,denuncias_2024_2026,3
090615,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,vehiculos_pnp,0
090615,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,vehiculos_operativos,0
090615,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,comisarias,0
090701,HUANCAVELICA,TAYACAJA,PAMPAS,denuncias_2024_2026,768
090701,HUANCAVELICA,TAYACAJA,PAMPAS,vehiculos_pnp,25
090701,HUANCAVELICA,TAYACAJA,PAMPAS,vehiculos_operativos,9
090701,HUANCAVELICA,TAYACAJA,PAMPAS,comisarias,1
090702,HUANCAVELICA,TAYACAJA,ACOSTAMBO,denuncias_2024_2026,103
090702,HUANCAVELICA,TAYACAJA,ACOSTAMBO,vehiculos_pnp,3
090702,HUANCAVELICA,TAYACAJA,ACOSTAMBO,vehiculos_operativos,1
090702,HUANCAVELICA,TAYACAJA,ACOSTAMBO,comisarias,1
090703,HUANCAVELICA,TAYACAJA,ACRAQUIA,denuncias_2024_2026,15
090703,HUANCAVELICA,TAYACAJA,ACRAQUIA,vehiculos_pnp,0
090703,HUANCAVELICA,TAYACAJA,ACRAQUIA,vehiculos_operativos,0
090703,HUANCAVELICA,TAYACAJA,ACRAQUIA,comisarias,0
090704,HUANCAVELICA,TAYACAJA,AHUAYCHA,denuncias_2024_2026,26
090704,HUANCAVELICA,TAYACAJA,AHUAYCHA,vehiculos_pnp,7
090704,HUANCAVELICA,TAYACAJA,AHUAYCHA,vehiculos_operativos,3
090704,HUANCAVELICA,TAYACAJA,AHUAYCHA,comisarias,1
090705,HUANCAVELICA,TAYACAJA,COLCABAMBA,denuncias_2024_2026,76
090705,HUANCAVELICA,TAYACAJA,COLCABAMBA,vehiculos_pnp,7
090705,HUANCAVELICA,TAYACAJA,COLCABAMBA,vehiculos_operativos,2
090705,HUANCAVELICA,TAYACAJA,COLCABAMBA,comisarias,1
090706,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,denuncias_2024_2026,47
090706,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,vehiculos_pnp,0
090706,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,vehiculos_operativos,0
090706,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,comisarias,0
090707,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,denuncias_2024_2026,67
090707,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,vehiculos_pnp,4
090707,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,vehiculos_operativos,3
090707,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,comisarias,1
090709,HUANCAVELICA,TAYACAJA,HUARIBAMBA,denuncias_2024_2026,20
090709,HUANCAVELICA,TAYACAJA,HUARIBAMBA,vehiculos_pnp,0
090709,HUANCAVELICA,TAYACAJA,HUARIBAMBA,vehiculos_operativos,0
090709,HUANCAVELICA,TAYACAJA,HUARIBAMBA,comisarias,0
090710,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,denuncias_2024_2026,15
090710,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,vehiculos_pnp,0
090710,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,vehiculos_operativos,0
090710,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,comisarias,0
090711,HUANCAVELICA,TAYACAJA,PAZOS,denuncias_2024_2026,115
090711,HUANCAVELICA,TAYACAJA,PAZOS,vehiculos_pnp,3
090711,HUANCAVELICA,TAYACAJA,PAZOS,vehiculos_operativos,1
090711,HUANCAVELICA,TAYACAJA,PAZOS,comisarias,1
090713,HUANCAVELICA,TAYACAJA,QUISHUAR,denuncias_2024_2026,77
090713,HUANCAVELICA,TAYACAJA,QUISHUAR,vehiculos_pnp,0
090713,HUANCAVELICA,TAYACAJA,QUISHUAR,vehiculos_operativos,0
090713,HUANCAVELICA,TAYACAJA,QUISHUAR,comisarias,0
090714,HUANCAVELICA,TAYACAJA,SALCABAMBA,denuncias_2024_2026,11
090714,HUANCAVELICA,TAYACAJA,SALCABAMBA,vehiculos_pnp,0
090714,HUANCAVELICA,TAYACAJA,SALCABAMBA,vehiculos_operativos,0
090714,HUANCAVELICA,TAYACAJA,SALCABAMBA,comisarias,0
090715,HUANCAVELICA,TAYACAJA,SALCAHUASI,denuncias_2024_2026,21
090715,HUANCAVELICA,TAYACAJA,SALCAHUASI,vehiculos_pnp,0
090715,HUANCAVELICA,TAYACAJA,SALCAHUASI,vehiculos_operativos,0
090715,HUANCAVELICA,TAYACAJA,SALCAHUASI,comisarias,0
090716,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,denuncias_2024_2026,11
090716,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,vehiculos_pnp,0
090716,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,vehiculos_operativos,0
090716,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,comisarias,0
090717,HUANCAVELICA,TAYACAJA,SURCUBAMBA,denuncias_2024_2026,98
090717,HUANCAVELICA,TAYACAJA,SURCUBAMBA,vehiculos_pnp,4
090717,HUANCAVELICA,TAYACAJA,SURCUBAMBA,vehiculos_operativos,4
090717,HUANCAVELICA,TAYACAJA,SURCUBAMBA,comisarias,1
090718,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,denuncias_2024_2026,65
090718,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,vehiculos_pnp,4
090718,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,vehiculos_operativos,4
090718,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,comisarias,1
100101,HUANUCO,HUANUCO,HUANUCO,denuncias_2024_2026,10313
100101,HUANUCO,HUANUCO,HUANUCO,vehiculos_pnp,123
100101,HUANUCO,HUANUCO,HUANUCO,vehiculos_operativos,84
100101,HUANUCO,HUANUCO,HUANUCO,comisarias,1
100102,HUANUCO,HUANUCO,AMARILIS,denuncias_2024_2026,8552
100102,HUANUCO,HUANUCO,AMARILIS,vehiculos_pnp,14
100102,HUANUCO,HUANUCO,AMARILIS,vehiculos_operativos,7
100102,HUANUCO,HUANUCO,AMARILIS,comisarias,1
100103,HUANUCO,HUANUCO,CHINCHAO,denuncias_2024_2026,535
100103,HUANUCO,HUANUCO,CHINCHAO,vehiculos_pnp,1
100103,HUANUCO,HUANUCO,CHINCHAO,vehiculos_operativos,1
100103,HUANUCO,HUANUCO,CHINCHAO,comisarias,1
100104,HUANUCO,HUANUCO,CHURUBAMBA,denuncias_2024_2026,294
100104,HUANUCO,HUANUCO,CHURUBAMBA,vehiculos_pnp,2
100104,HUANUCO,HUANUCO,CHURUBAMBA,vehiculos_operativos,1
100104,HUANUCO,HUANUCO,CHURUBAMBA,comisarias,1
100105,HUANUCO,HUANUCO,MARGOS,denuncias_2024_2026,257
100105,HUANUCO,HUANUCO,MARGOS,vehiculos_pnp,1
100105,HUANUCO,HUANUCO,MARGOS,vehiculos_operativos,1
100105,HUANUCO,HUANUCO,MARGOS,comisarias,1
100106,HUANUCO,HUANUCO,QUISQUI,denuncias_2024_2026,28
100106,HUANUCO,HUANUCO,QUISQUI,vehiculos_pnp,0
100106,HUANUCO,HUANUCO,QUISQUI,vehiculos_operativos,0
100106,HUANUCO,HUANUCO,QUISQUI,comisarias,0
100107,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,denuncias_2024_2026,26
100107,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,vehiculos_pnp,0
100107,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,vehiculos_operativos,0
100107,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,comisarias,0
100108,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,denuncias_2024_2026,86
100108,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,vehiculos_pnp,2
100108,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,vehiculos_operativos,1
100108,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,comisarias,1
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,denuncias_2024_2026,136
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,vehiculos_pnp,0
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,vehiculos_operativos,0
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,comisarias,0
100110,HUANUCO,HUANUCO,YARUMAYO,denuncias_2024_2026,15
100110,HUANUCO,HUANUCO,YARUMAYO,vehiculos_pnp,0
100110,HUANUCO,HUANUCO,YARUMAYO,vehiculos_operativos,0
100110,HUANUCO,HUANUCO,YARUMAYO,comisarias,0
100111,HUANUCO,HUANUCO,PILLCO MARCA,denuncias_2024_2026,3424
100111,HUANUCO,HUANUCO,PILLCO MARCA,vehiculos_pnp,4
100111,HUANUCO,HUANUCO,PILLCO MARCA,vehiculos_operativos,4
100111,HUANUCO,HUANUCO,PILLCO MARCA,comisarias,1
100201,HUANUCO,AMBO,AMBO,denuncias_2024_2026,1863
100201,HUANUCO,AMBO,AMBO,vehiculos_pnp,4
100201,HUANUCO,AMBO,AMBO,vehiculos_operativos,4
100201,HUANUCO,AMBO,AMBO,comisarias,1
100202,HUANUCO,AMBO,CAYNA,denuncias_2024_2026,52
100202,HUANUCO,AMBO,CAYNA,vehiculos_pnp,2
100202,HUANUCO,AMBO,CAYNA,vehiculos_operativos,2
100202,HUANUCO,AMBO,CAYNA,comisarias,1
100203,HUANUCO,AMBO,COLPAS,denuncias_2024_2026,4
100203,HUANUCO,AMBO,COLPAS,vehiculos_pnp,0
100203,HUANUCO,AMBO,COLPAS,vehiculos_operativos,0
100203,HUANUCO,AMBO,COLPAS,comisarias,0
100204,HUANUCO,AMBO,CONCHAMARCA,denuncias_2024_2026,48
100204,HUANUCO,AMBO,CONCHAMARCA,vehiculos_pnp,0
100204,HUANUCO,AMBO,CONCHAMARCA,vehiculos_operativos,0
100204,HUANUCO,AMBO,CONCHAMARCA,comisarias,0
100205,HUANUCO,AMBO,HUACAR,denuncias_2024_2026,50
100205,HUANUCO,AMBO,HUACAR,vehiculos_pnp,0
100205,HUANUCO,AMBO,HUACAR,vehiculos_operativos,0
100205,HUANUCO,AMBO,HUACAR,comisarias,0
100206,HUANUCO,AMBO,SAN FRANCISCO,denuncias_2024_2026,3
100206,HUANUCO,AMBO,SAN FRANCISCO,vehiculos_pnp,0
100206,HUANUCO,AMBO,SAN FRANCISCO,vehiculos_operativos,0
100206,HUANUCO,AMBO,SAN FRANCISCO,comisarias,0
100207,HUANUCO,AMBO,SAN RAFAEL,denuncias_2024_2026,222
100207,HUANUCO,AMBO,SAN RAFAEL,vehiculos_pnp,2
100207,HUANUCO,AMBO,SAN RAFAEL,vehiculos_operativos,1
100207,HUANUCO,AMBO,SAN RAFAEL,comisarias,1
100208,HUANUCO,AMBO,TOMAY KICHWA,denuncias_2024_2026,42
100208,HUANUCO,AMBO,TOMAY KICHWA,vehiculos_pnp,0
100208,HUANUCO,AMBO,TOMAY KICHWA,vehiculos_operativos,0
100208,HUANUCO,AMBO,TOMAY KICHWA,comisarias,0
100301,HUANUCO,DOS DE MAYO,LA UNION,denuncias_2024_2026,695
100301,HUANUCO,DOS DE MAYO,LA UNION,vehiculos_pnp,6
100301,HUANUCO,DOS DE MAYO,LA UNION,vehiculos_operativos,4
100301,HUANUCO,DOS DE MAYO,LA UNION,comisarias,1
100307,HUANUCO,DOS DE MAYO,CHUQUIS,denuncias_2024_2026,22
100307,HUANUCO,DOS DE MAYO,CHUQUIS,vehiculos_pnp,0
100307,HUANUCO,DOS DE MAYO,CHUQUIS,vehiculos_operativos,0
100307,HUANUCO,DOS DE MAYO,CHUQUIS,comisarias,0
100311,HUANUCO,DOS DE MAYO,MARIAS,denuncias_2024_2026,15
100311,HUANUCO,DOS DE MAYO,MARIAS,vehiculos_pnp,0
100311,HUANUCO,DOS DE MAYO,MARIAS,vehiculos_operativos,0
100311,HUANUCO,DOS DE MAYO,MARIAS,comisarias,0
100313,HUANUCO,DOS DE MAYO,PACHAS,denuncias_2024_2026,63
100313,HUANUCO,DOS DE MAYO,PACHAS,vehiculos_pnp,0
100313,HUANUCO,DOS DE MAYO,PACHAS,vehiculos_operativos,0
100313,HUANUCO,DOS DE MAYO,PACHAS,comisarias,0
100316,HUANUCO,DOS DE MAYO,QUIVILLA,denuncias_2024_2026,2
100316,HUANUCO,DOS DE MAYO,QUIVILLA,vehiculos_pnp,0
100316,HUANUCO,DOS DE MAYO,QUIVILLA,vehiculos_operativos,0
100316,HUANUCO,DOS DE MAYO,QUIVILLA,comisarias,0
100317,HUANUCO,DOS DE MAYO,RIPAN,denuncias_2024_2026,77
100317,HUANUCO,DOS DE MAYO,RIPAN,vehiculos_pnp,0
100317,HUANUCO,DOS DE MAYO,RIPAN,vehiculos_operativos,0
100317,HUANUCO,DOS DE MAYO,RIPAN,comisarias,0
100321,HUANUCO,DOS DE MAYO,SHUNQUI,denuncias_2024_2026,20
100321,HUANUCO,DOS DE MAYO,SHUNQUI,vehiculos_pnp,0
100321,HUANUCO,DOS DE MAYO,SHUNQUI,vehiculos_operativos,0
100321,HUANUCO,DOS DE MAYO,SHUNQUI,comisarias,0
100322,HUANUCO,DOS DE MAYO,SILLAPATA,denuncias_2024_2026,12
100322,HUANUCO,DOS DE MAYO,SILLAPATA,vehiculos_pnp,0
100322,HUANUCO,DOS DE MAYO,SILLAPATA,vehiculos_operativos,0
100322,HUANUCO,DOS DE MAYO,SILLAPATA,comisarias,0
100323,HUANUCO,DOS DE MAYO,YANAS,denuncias_2024_2026,12
100323,HUANUCO,DOS DE MAYO,YANAS,vehiculos_pnp,0
100323,HUANUCO,DOS DE MAYO,YANAS,vehiculos_operativos,0
100323,HUANUCO,DOS DE MAYO,YANAS,comisarias,0
100401,HUANUCO,HUACAYBAMBA,HUACAYBAMBA,denuncias_2024_2026,145
100401,HUANUCO,HUACAYBAMBA,HUACAYBAMBA,vehiculos_pnp,2
100401,HUANUCO,HUACAYBAMBA,HUACAYBAMBA,vehiculos_operativos,2
100401,HUANUCO,HUACAYBAMBA,HUACAYBAMBA,comisarias,1
100402,HUANUCO,HUACAYBAMBA,CANCHABAMBA,denuncias_2024_2026,6
100402,HUANUCO,HUACAYBAMBA,CANCHABAMBA,vehiculos_pnp,0
100402,HUANUCO,HUACAYBAMBA,CANCHABAMBA,vehiculos_operativos,0
100402,HUANUCO,HUACAYBAMBA,CANCHABAMBA,comisarias,0
100403,HUANUCO,HUACAYBAMBA,COCHABAMBA,denuncias_2024_2026,7
100403,HUANUCO,HUACAYBAMBA,COCHABAMBA,vehiculos_pnp,2
100403,HUANUCO,HUACAYBAMBA,COCHABAMBA,vehiculos_operativos,2
100403,HUANUCO,HUACAYBAMBA,COCHABAMBA,comisarias,0
100404,HUANUCO,HUACAYBAMBA,PINRA,denuncias_2024_2026,3
100404,HUANUCO,HUACAYBAMBA,PINRA,vehiculos_pnp,0
100404,HUANUCO,HUACAYBAMBA,PINRA,vehiculos_operativos,0
100404,HUANUCO,HUACAYBAMBA,PINRA,comisarias,0
100501,HUANUCO,HUAMALIES,LLATA,denuncias_2024_2026,483
100501,HUANUCO,HUAMALIES,LLATA,vehiculos_pnp,2
100501,HUANUCO,HUAMALIES,LLATA,vehiculos_operativos,2
100501,HUANUCO,HUAMALIES,LLATA,comisarias,1
100502,HUANUCO,HUAMALIES,ARANCAY,denuncias_2024_2026,7
100502,HUANUCO,HUAMALIES,ARANCAY,vehiculos_pnp,0
100502,HUANUCO,HUAMALIES,ARANCAY,vehiculos_operativos,0
100502,HUANUCO,HUAMALIES,ARANCAY,comisarias,0
100503,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,denuncias_2024_2026,69
100503,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,vehiculos_pnp,0
100503,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,vehiculos_operativos,0
100503,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,comisarias,1
100504,HUANUCO,HUAMALIES,JACAS GRANDE,denuncias_2024_2026,18
100504,HUANUCO,HUAMALIES,JACAS GRANDE,vehiculos_pnp,0
100504,HUANUCO,HUAMALIES,JACAS GRANDE,vehiculos_operativos,0
100504,HUANUCO,HUAMALIES,JACAS GRANDE,comisarias,0
100505,HUANUCO,HUAMALIES,JIRCAN,denuncias_2024_2026,1
100505,HUANUCO,HUAMALIES,JIRCAN,vehiculos_pnp,0
100505,HUANUCO,HUAMALIES,JIRCAN,vehiculos_operativos,0
100505,HUANUCO,HUAMALIES,JIRCAN,comisarias,0
100506,HUANUCO,HUAMALIES,MIRAFLORES,denuncias_2024_2026,11
100506,HUANUCO,HUAMALIES,MIRAFLORES,vehiculos_pnp,0
