ubigeo,dpto_hecho_new,prov_hecho,dist_hecho,indicador,valor
050615,AYACUCHO,LUCANAS,SAN CRISTOBAL,comisarias,0
050616,AYACUCHO,LUCANAS,SAN JUAN,denuncias_2024_2026,24
050616,AYACUCHO,LUCANAS,SAN JUAN,vehiculos_pnp,0
050616,AYACUCHO,LUCANAS,SAN JUAN,vehiculos_operativos,0
050616,AYACUCHO,LUCANAS,SAN JUAN,comisarias,0
050617,AYACUCHO,LUCANAS,SAN PEDRO,denuncias_2024_2026,23
050617,AYACUCHO,LUCANAS,SAN PEDRO,vehiculos_pnp,0
050617,AYACUCHO,LUCANAS,SAN PEDRO,vehiculos_operativos,0
050617,AYACUCHO,LUCANAS,SAN PEDRO,comisarias,0
050618,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,denuncias_2024_2026,1
050618,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,vehiculos_pnp,0
050618,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,vehiculos_operativos,0
050618,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,comisarias,0
050619,AYACUCHO,LUCANAS,SANCOS,denuncias_2024_2026,37
050619,AYACUCHO,LUCANAS,SANCOS,vehiculos_pnp,0
050619,AYACUCHO,LUCANAS,SANCOS,vehiculos_operativos,0
050619,AYACUCHO,LUCANAS,SANCOS,comisarias,0
050620,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,denuncias_2024_2026,14
050620,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,vehiculos_pnp,0
050620,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,vehiculos_operativos,0
050620,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,comisarias,0
050621,AYACUCHO,LUCANAS,SANTA LUCIA,denuncias_2024_2026,67
050621,AYACUCHO,LUCANAS,SANTA LUCIA,vehiculos_pnp,1
050621,AYACUCHO,LUCANAS,SANTA LUCIA,vehiculos_operativos,1
050621,AYACUCHO,LUCANAS,SANTA LUCIA,comisarias,1
050701,AYACUCHO,PARINACOCHAS,CORACORA,denuncias_2024_2026,493
050701,AYACUCHO,PARINACOCHAS,CORACORA,vehiculos_pnp,2
050701,AYACUCHO,PARINACOCHAS,CORACORA,vehiculos_operativos,2
050701,AYACUCHO,PARINACOCHAS,CORACORA,comisarias,1
050702,AYACUCHO,PARINACOCHAS,CHUMPI,denuncias_2024_2026,8
050702,AYACUCHO,PARINACOCHAS,CHUMPI,vehiculos_pnp,0
050702,AYACUCHO,PARINACOCHAS,CHUMPI,vehiculos_operativos,0
050702,AYACUCHO,PARINACOCHAS,CHUMPI,comisarias,0
050703,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,denuncias_2024_2026,7
050703,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,vehiculos_pnp,0
050703,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,vehiculos_operativos,0
050703,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,comisarias,0
050704,AYACUCHO,PARINACOCHAS,PACAPAUSA,denuncias_2024_2026,23
050704,AYACUCHO,PARINACOCHAS,PACAPAUSA,vehiculos_pnp,0
050704,AYACUCHO,PARINACOCHAS,PACAPAUSA,vehiculos_operativos,0
050704,AYACUCHO,PARINACOCHAS,PACAPAUSA,comisarias,1
050705,AYACUCHO,PARINACOCHAS,PULLO,denuncias_2024_2026,72
050705,AYACUCHO,PARINACOCHAS,PULLO,vehiculos_pnp,0
050705,AYACUCHO,PARINACOCHAS,PULLO,vehiculos_operativos,0
050705,AYACUCHO,PARINACOCHAS,PULLO,comisarias,0
050706,AYACUCHO,PARINACOCHAS,PUYUSCA,denuncias_2024_2026,110
050706,AYACUCHO,PARINACOCHAS,PUYUSCA,vehiculos_pnp,0
050706,AYACUCHO,PARINACOCHAS,PUYUSCA,vehiculos_operativos,0
050706,AYACUCHO,PARINACOCHAS,PUYUSCA,comisarias,1
050707,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,denuncias_2024_2026,13
050707,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,vehiculos_pnp,0
050707,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,vehiculos_operativos,0
050707,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,comisarias,0
050708,AYACUCHO,PARINACOCHAS,UPAHUACHO,denuncias_2024_2026,3
050708,AYACUCHO,PARINACOCHAS,UPAHUACHO,vehiculos_pnp,0
050708,AYACUCHO,PARINACOCHAS,UPAHUACHO,vehiculos_operativos,0
050708,AYACUCHO,PARINACOCHAS,UPAHUACHO,comisarias,0
050801,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,denuncias_2024_2026,367
050801,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,vehiculos_pnp,1
050801,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,vehiculos_operativos,0
050801,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,comisarias,1
050802,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,denuncias_2024_2026,39
050802,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,vehiculos_pnp,0
050802,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,vehiculos_operativos,0
050802,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,comisarias,1
050804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,denuncias_2024_2026,20
050804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,vehiculos_pnp,0
050804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,vehiculos_operativos,0
050804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,comisarias,0
050805,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,denuncias_2024_2026,28
050805,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,vehiculos_pnp,0
050805,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,vehiculos_operativos,0
050805,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,comisarias,1
050806,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,denuncias_2024_2026,45
050806,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,vehiculos_pnp,0
050806,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,vehiculos_operativos,0
050806,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,comisarias,1
050807,AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,denuncias_2024_2026,1
050807,AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,vehiculos_pnp,0
050807,AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,vehiculos_operativos,0
050807,AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,comisarias,0
050808,AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,denuncias_2024_2026,12
050808,AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,vehiculos_pnp,0
050808,AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,vehiculos_operativos,0
050808,AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,comisarias,0
050809,AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSE DE USHUA,denuncias_2024_2026,1
050809,AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSE DE USHUA,vehiculos_pnp,0
050809,AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSE DE USHUA,vehiculos_operativos,0
050809,AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSE DE USHUA,comisarias,0
050810,AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,denuncias_2024_2026,3
050810,AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,vehiculos_pnp,0
050810,AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,vehiculos_operativos,0
050810,AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,comisarias,0
050901,AYACUCHO,SUCRE,QUEROBAMBA,denuncias_2024_2026,232
050901,AYACUCHO,SUCRE,QUEROBAMBA,vehiculos_pnp,3
050901,AYACUCHO,SUCRE,QUEROBAMBA,vehiculos_operativos,1
050901,AYACUCHO,SUCRE,QUEROBAMBA,comisarias,1
050902,AYACUCHO,SUCRE,BELEN,denuncias_2024_2026,3
050902,AYACUCHO,SUCRE,BELEN,vehiculos_pnp,0
050902,AYACUCHO,SUCRE,BELEN,vehiculos_operativos,0
050902,AYACUCHO,SUCRE,BELEN,comisarias,0
050903,AYACUCHO,SUCRE,CHALCOS,denuncias_2024_2026,11
050903,AYACUCHO,SUCRE,CHALCOS,vehiculos_pnp,0
050903,AYACUCHO,SUCRE,CHALCOS,vehiculos_operativos,0
050903,AYACUCHO,SUCRE,CHALCOS,comisarias,0
050904,AYACUCHO,SUCRE,CHILCAYOC,denuncias_2024_2026,16
050904,AYACUCHO,SUCRE,CHILCAYOC,vehiculos_pnp,0
050904,AYACUCHO,SUCRE,CHILCAYOC,vehiculos_operativos,0
050904,AYACUCHO,SUCRE,CHILCAYOC,comisarias,0
050905,AYACUCHO,SUCRE,HUACAÑA,denuncias_2024_2026,4
050905,AYACUCHO,SUCRE,HUACAÑA,vehiculos_pnp,0
050905,AYACUCHO,SUCRE,HUACAÑA,vehiculos_operativos,0
050905,AYACUCHO,SUCRE,HUACAÑA,comisarias,0
050906,AYACUCHO,SUCRE,MORCOLLA,denuncias_2024_2026,22
050906,AYACUCHO,SUCRE,MORCOLLA,vehiculos_pnp,0
050906,AYACUCHO,SUCRE,MORCOLLA,vehiculos_operativos,0
050906,AYACUCHO,SUCRE,MORCOLLA,comisarias,0
050907,AYACUCHO,SUCRE,PAICO,denuncias_2024_2026,13
050907,AYACUCHO,SUCRE,PAICO,vehiculos_pnp,0
050907,AYACUCHO,SUCRE,PAICO,vehiculos_operativos,0
050907,AYACUCHO,SUCRE,PAICO,comisarias,0
050908,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,denuncias_2024_2026,36
050908,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,vehiculos_pnp,0
050908,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,vehiculos_operativos,0
050908,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,comisarias,0
050909,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,denuncias_2024_2026,15
050909,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,vehiculos_pnp,0
050909,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,vehiculos_operativos,0
050909,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,comisarias,0
050910,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,denuncias_2024_2026,8
050910,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,vehiculos_pnp,0
050910,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,vehiculos_operativos,0
050910,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,comisarias,0
050911,AYACUCHO,SUCRE,SORAS,denuncias_2024_2026,65
050911,AYACUCHO,SUCRE,SORAS,vehiculos_pnp,3
050911,AYACUCHO,SUCRE,SORAS,vehiculos_operativos,3
050911,AYACUCHO,SUCRE,SORAS,comisarias,1
051001,AYACUCHO,VICTOR FAJARDO,HUANCAPI,denuncias_2024_2026,121
051001,AYACUCHO,VICTOR FAJARDO,HUANCAPI,vehiculos_pnp,6
051001,AYACUCHO,VICTOR FAJARDO,HUANCAPI,vehiculos_operativos,5
051001,AYACUCHO,VICTOR FAJARDO,HUANCAPI,comisarias,1
051002,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,denuncias_2024_2026,20
051002,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,vehiculos_pnp,0
051002,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,vehiculos_operativos,0
051002,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,comisarias,0
051003,AYACUCHO,VICTOR FAJARDO,APONGO,denuncias_2024_2026,11
051003,AYACUCHO,VICTOR FAJARDO,APONGO,vehiculos_pnp,0
051003,AYACUCHO,VICTOR FAJARDO,APONGO,vehiculos_operativos,0
051003,AYACUCHO,VICTOR FAJARDO,APONGO,comisarias,0
051004,AYACUCHO,VICTOR FAJARDO,ASQUIPATA,denuncias_2024_2026,8
051004,AYACUCHO,VICTOR FAJARDO,ASQUIPATA,vehiculos_pnp,0
051004,AYACUCHO,VICTOR FAJARDO,ASQUIPATA,vehiculos_operativos,0
051004,AYACUCHO,VICTOR FAJARDO,ASQUIPATA,comisarias,0
051005,AYACUCHO,VICTOR FAJARDO,CANARIA,denuncias_2024_2026,110
051005,AYACUCHO,VICTOR FAJARDO,CANARIA,vehiculos_pnp,0
051005,AYACUCHO,VICTOR FAJARDO,CANARIA,vehiculos_operativos,0
051005,AYACUCHO,VICTOR FAJARDO,CANARIA,comisarias,2
051006,AYACUCHO,VICTOR FAJARDO,CAYARA,denuncias_2024_2026,8
051006,AYACUCHO,VICTOR FAJARDO,CAYARA,vehiculos_pnp,0
051006,AYACUCHO,VICTOR FAJARDO,CAYARA,vehiculos_operativos,0
051006,AYACUCHO,VICTOR FAJARDO,CAYARA,comisarias,0
051007,AYACUCHO,VICTOR FAJARDO,COLCA,denuncias_2024_2026,32
051007,AYACUCHO,VICTOR FAJARDO,COLCA,vehiculos_pnp,0
051007,AYACUCHO,VICTOR FAJARDO,COLCA,vehiculos_operativos,0
051007,AYACUCHO,VICTOR FAJARDO,COLCA,comisarias,0
051008,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,denuncias_2024_2026,6
051008,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,vehiculos_pnp,0
051008,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,vehiculos_operativos,0
051008,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,comisarias,0
051009,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,denuncias_2024_2026,13
051009,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,vehiculos_pnp,0
051009,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,vehiculos_operativos,0
051009,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,comisarias,0
051010,AYACUCHO,VICTOR FAJARDO,HUAYA,denuncias_2024_2026,24
051010,AYACUCHO,VICTOR FAJARDO,HUAYA,vehiculos_pnp,0
051010,AYACUCHO,VICTOR FAJARDO,HUAYA,vehiculos_operativos,0
051010,AYACUCHO,VICTOR FAJARDO,HUAYA,comisarias,0
051011,AYACUCHO,VICTOR FAJARDO,SARHUA,denuncias_2024_2026,8
051011,AYACUCHO,VICTOR FAJARDO,SARHUA,vehiculos_pnp,0
051011,AYACUCHO,VICTOR FAJARDO,SARHUA,vehiculos_operativos,0
051011,AYACUCHO,VICTOR FAJARDO,SARHUA,comisarias,0
051012,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,denuncias_2024_2026,85
051012,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,vehiculos_pnp,2
051012,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,vehiculos_operativos,2
051012,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,comisarias,1
051101,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,denuncias_2024_2026,133
051101,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,vehiculos_pnp,2
051101,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,vehiculos_operativos,2
051101,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,comisarias,1
051102,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,denuncias_2024_2026,4
051102,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,vehiculos_pnp,0
051102,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,vehiculos_operativos,0
051102,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,comisarias,0
051103,AYACUCHO,VILCAS HUAMAN,CARHUANCA,denuncias_2024_2026,19
051103,AYACUCHO,VILCAS HUAMAN,CARHUANCA,vehiculos_pnp,2
051103,AYACUCHO,VILCAS HUAMAN,CARHUANCA,vehiculos_operativos,2
051103,AYACUCHO,VILCAS HUAMAN,CARHUANCA,comisarias,1
051104,AYACUCHO,VILCAS HUAMAN,CONCEPCION,denuncias_2024_2026,41
051104,AYACUCHO,VILCAS HUAMAN,CONCEPCION,vehiculos_pnp,2
051104,AYACUCHO,VILCAS HUAMAN,CONCEPCION,vehiculos_operativos,1
051104,AYACUCHO,VILCAS HUAMAN,CONCEPCION,comisarias,0
051105,AYACUCHO,VILCAS HUAMAN,HUAMBALPA,denuncias_2024_2026,8
051105,AYACUCHO,VILCAS HUAMAN,HUAMBALPA,vehiculos_pnp,0
051105,AYACUCHO,VILCAS HUAMAN,HUAMBALPA,vehiculos_operativos,0
051105,AYACUCHO,VILCAS HUAMAN,HUAMBALPA,comisarias,0
051106,AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,denuncias_2024_2026,1
051106,AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,vehiculos_pnp,0
051106,AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,vehiculos_operativos,0
051106,AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,comisarias,0
051107,AYACUCHO,VILCAS HUAMAN,SAURAMA,denuncias_2024_2026,12
051107,AYACUCHO,VILCAS HUAMAN,SAURAMA,vehiculos_pnp,0
051107,AYACUCHO,VILCAS HUAMAN,SAURAMA,vehiculos_operativos,0
051107,AYACUCHO,VILCAS HUAMAN,SAURAMA,comisarias,0
051108,AYACUCHO,VILCAS HUAMAN,VISCHONGO,denuncias_2024_2026,37
051108,AYACUCHO,VILCAS HUAMAN,VISCHONGO,vehiculos_pnp,0
051108,AYACUCHO,VILCAS HUAMAN,VISCHONGO,vehiculos_operativos,0
051108,AYACUCHO,VILCAS HUAMAN,VISCHONGO,comisarias,0
060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,denuncias_2024_2026,15823
060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,vehiculos_pnp,159
060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,vehiculos_operativos,52
060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,comisarias,2
060102,CAJAMARCA,CAJAMARCA,ASUNCION,denuncias_2024_2026,108
060102,CAJAMARCA,CAJAMARCA,ASUNCION,vehiculos_pnp,2
060102,CAJAMARCA,CAJAMARCA,ASUNCION,vehiculos_operativos,1
060102,CAJAMARCA,CAJAMARCA,ASUNCION,comisarias,1
060103,CAJAMARCA,CAJAMARCA,CHETILLA,denuncias_2024_2026,3
060103,CAJAMARCA,CAJAMARCA,CHETILLA,vehiculos_pnp,1
060103,CAJAMARCA,CAJAMARCA,CHETILLA,vehiculos_operativos,1
060103,CAJAMARCA,CAJAMARCA,CHETILLA,comisarias,0
060104,CAJAMARCA,CAJAMARCA,COSPAN,denuncias_2024_2026,3
060104,CAJAMARCA,CAJAMARCA,COSPAN,vehiculos_pnp,2
060104,CAJAMARCA,CAJAMARCA,COSPAN,vehiculos_operativos,2
060104,CAJAMARCA,CAJAMARCA,COSPAN,comisarias,1
060105,CAJAMARCA,CAJAMARCA,ENCAÑADA,denuncias_2024_2026,191
060105,CAJAMARCA,CAJAMARCA,ENCAÑADA,vehiculos_pnp,3
060105,CAJAMARCA,CAJAMARCA,ENCAÑADA,vehiculos_operativos,1
060105,CAJAMARCA,CAJAMARCA,ENCAÑADA,comisarias,0
060106,CAJAMARCA,CAJAMARCA,JESUS,denuncias_2024_2026,287
060106,CAJAMARCA,CAJAMARCA,JESUS,vehiculos_pnp,2
060106,CAJAMARCA,CAJAMARCA,JESUS,vehiculos_operativos,1
060106,CAJAMARCA,CAJAMARCA,JESUS,comisarias,1
060107,CAJAMARCA,CAJAMARCA,LLACANORA,denuncias_2024_2026,69
060107,CAJAMARCA,CAJAMARCA,LLACANORA,vehiculos_pnp,0
060107,CAJAMARCA,CAJAMARCA,LLACANORA,vehiculos_operativos,0
060107,CAJAMARCA,CAJAMARCA,LLACANORA,comisarias,0
060108,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,denuncias_2024_2026,1411
060108,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,vehiculos_pnp,14
060108,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,vehiculos_operativos,7
060108,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,comisarias,0
060109,CAJAMARCA,CAJAMARCA,MAGDALENA,denuncias_2024_2026,193
060109,CAJAMARCA,CAJAMARCA,MAGDALENA,vehiculos_pnp,3
060109,CAJAMARCA,CAJAMARCA,MAGDALENA,vehiculos_operativos,2
060109,CAJAMARCA,CAJAMARCA,MAGDALENA,comisarias,1
060110,CAJAMARCA,CAJAMARCA,MATARA,denuncias_2024_2026,105
060110,CAJAMARCA,CAJAMARCA,MATARA,vehiculos_pnp,1
060110,CAJAMARCA,CAJAMARCA,MATARA,vehiculos_operativos,1
060110,CAJAMARCA,CAJAMARCA,MATARA,comisarias,1
060111,CAJAMARCA,CAJAMARCA,NAMORA,denuncias_2024_2026,170
060111,CAJAMARCA,CAJAMARCA,NAMORA,vehiculos_pnp,2
060111,CAJAMARCA,CAJAMARCA,NAMORA,vehiculos_operativos,0
060111,CAJAMARCA,CAJAMARCA,NAMORA,comisarias,1
060112,CAJAMARCA,CAJAMARCA,SAN JUAN,denuncias_2024_2026,91
060112,CAJAMARCA,CAJAMARCA,SAN JUAN,vehiculos_pnp,3
060112,CAJAMARCA,CAJAMARCA,SAN JUAN,vehiculos_operativos,3
060112,CAJAMARCA,CAJAMARCA,SAN JUAN,comisarias,1
060201,CAJAMARCA,CAJABAMBA,CAJABAMBA,denuncias_2024_2026,1900
060201,CAJAMARCA,CAJABAMBA,CAJABAMBA,vehiculos_pnp,3
060201,CAJAMARCA,CAJABAMBA,CAJABAMBA,vehiculos_operativos,1
060201,CAJAMARCA,CAJABAMBA,CAJABAMBA,comisarias,1
060202,CAJAMARCA,CAJABAMBA,CACHACHI,denuncias_2024_2026,426
060202,CAJAMARCA,CAJABAMBA,CACHACHI,vehiculos_pnp,5
060202,CAJAMARCA,CAJABAMBA,CACHACHI,vehiculos_operativos,1
060202,CAJAMARCA,CAJABAMBA,CACHACHI,comisarias,3
060203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,denuncias_2024_2026,276
060203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,vehiculos_pnp,1
060203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,vehiculos_operativos,1
060203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,comisarias,1
060204,CAJAMARCA,CAJABAMBA,SITACOCHA,denuncias_2024_2026,71
060204,CAJAMARCA,CAJABAMBA,SITACOCHA,vehiculos_pnp,1
060204,CAJAMARCA,CAJABAMBA,SITACOCHA,vehiculos_operativos,1
060204,CAJAMARCA,CAJABAMBA,SITACOCHA,comisarias,1
060301,CAJAMARCA,CELENDIN,CELENDIN,denuncias_2024_2026,1901
060301,CAJAMARCA,CELENDIN,CELENDIN,vehiculos_pnp,12
060301,CAJAMARCA,CELENDIN,CELENDIN,vehiculos_operativos,6
060301,CAJAMARCA,CELENDIN,CELENDIN,comisarias,1
060303,CAJAMARCA,CELENDIN,CORTEGANA,denuncias_2024_2026,28
060303,CAJAMARCA,CELENDIN,CORTEGANA,vehiculos_pnp,1
060303,CAJAMARCA,CELENDIN,CORTEGANA,vehiculos_operativos,1
060303,CAJAMARCA,CELENDIN,CORTEGANA,comisarias,1
060304,CAJAMARCA,CELENDIN,HUASMIN,denuncias_2024_2026,130
060304,CAJAMARCA,CELENDIN,HUASMIN,vehiculos_pnp,1
060304,CAJAMARCA,CELENDIN,HUASMIN,vehiculos_operativos,0
060304,CAJAMARCA,CELENDIN,HUASMIN,comisarias,1
060305,CAJAMARCA,CELENDIN,JORGE CHAVEZ,denuncias_2024_2026,4
060305,CAJAMARCA,CELENDIN,JORGE CHAVEZ,vehiculos_pnp,0
060305,CAJAMARCA,CELENDIN,JORGE CHAVEZ,vehiculos_operativos,0
060305,CAJAMARCA,CELENDIN,JORGE CHAVEZ,comisarias,0
060306,CAJAMARCA,CELENDIN,JOSE GALVEZ,denuncias_2024_2026,21
060306,CAJAMARCA,CELENDIN,JOSE GALVEZ,vehiculos_pnp,0
060306,CAJAMARCA,CELENDIN,JOSE GALVEZ,vehiculos_operativos,0
060306,CAJAMARCA,CELENDIN,JOSE GALVEZ,comisarias,0
060307,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,denuncias_2024_2026,4
060307,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,vehiculos_pnp,1
060307,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,vehiculos_operativos,1
060307,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,comisarias,1
060308,CAJAMARCA,CELENDIN,OXAMARCA,denuncias_2024_2026,44
060308,CAJAMARCA,CELENDIN,OXAMARCA,vehiculos_pnp,1
060308,CAJAMARCA,CELENDIN,OXAMARCA,vehiculos_operativos,1
060308,CAJAMARCA,CELENDIN,OXAMARCA,comisarias,1
060309,CAJAMARCA,CELENDIN,SOROCHUCO,denuncias_2024_2026,39
060309,CAJAMARCA,CELENDIN,SOROCHUCO,vehiculos_pnp,1
060309,CAJAMARCA,CELENDIN,SOROCHUCO,vehiculos_operativos,0
060309,CAJAMARCA,CELENDIN,SOROCHUCO,comisarias,1
060310,CAJAMARCA,CELENDIN,SUCRE,denuncias_2024_2026,127
060310,CAJAMARCA,CELENDIN,SUCRE,vehiculos_pnp,2
060310,CAJAMARCA,CELENDIN,SUCRE,vehiculos_operativos,2
060310,CAJAMARCA,CELENDIN,SUCRE,comisarias,1
060311,CAJAMARCA,CELENDIN,UTCO,denuncias_2024_2026,12
060311,CAJAMARCA,CELENDIN,UTCO,vehiculos_pnp,0
060311,CAJAMARCA,CELENDIN,UTCO,vehiculos_operativos,0
060311,CAJAMARCA,CELENDIN,UTCO,comisarias,0
060312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,denuncias_2024_2026,2
060312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,vehiculos_pnp,0
060312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,vehiculos_operativos,0
060312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,comisarias,0
060401,CAJAMARCA,CHOTA,CHOTA,denuncias_2024_2026,2166
060401,CAJAMARCA,CHOTA,CHOTA,vehiculos_pnp,8
060401,CAJAMARCA,CHOTA,CHOTA,vehiculos_operativos,2
060401,CAJAMARCA,CHOTA,CHOTA,comisarias,1
060402,CAJAMARCA,CHOTA,ANGUIA,denuncias_2024_2026,29
060402,CAJAMARCA,CHOTA,ANGUIA,vehiculos_pnp,3
060402,CAJAMARCA,CHOTA,ANGUIA,vehiculos_operativos,1
060402,CAJAMARCA,CHOTA,ANGUIA,comisarias,1
060403,CAJAMARCA,CHOTA,CHADIN,denuncias_2024_2026,1
060403,CAJAMARCA,CHOTA,CHADIN,vehiculos_pnp,0
060403,CAJAMARCA,CHOTA,CHADIN,vehiculos_operativos,0
060403,CAJAMARCA,CHOTA,CHADIN,comisarias,0
060404,CAJAMARCA,CHOTA,CHIGUIRIP,denuncias_2024_2026,4
060404,CAJAMARCA,CHOTA,CHIGUIRIP,vehiculos_pnp,1
060404,CAJAMARCA,CHOTA,CHIGUIRIP,vehiculos_operativos,1
060404,CAJAMARCA,CHOTA,CHIGUIRIP,comisarias,1
