ID;Nº DE INGRESOS;DELITO GENERICO;DELITO ESPECÍFICO;SITUACION JURIDICA;EDAD;SEXO;PAIS;ESTADO CIVIL;GRADO DE INSTRUCCIÓN;OCUPACION GENERICO;OCUPACION ESPECIFICO;NOMBRE DEL PENAL;DEPARTAMENTO;OFICINA REGIONAL;MES;CONTINENTE
96415;1;DELITOS CONTRA LA TRANQUILIDAD PUBLICA;BANDA CRIMINAL;PROCESADO;48;MASCULINO;PERÚ;DIVORCIADO;ANALFABETO;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96416;1;DELITOS CONTRA LA TRANQUILIDAD PUBLICA;BANDA CRIMINAL;PROCESADO;21;MASCULINO;VENEZUELA;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96417;2;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;33;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96418;1;DELITOS CONTRA LA TRANQUILIDAD PUBLICA;BANDA CRIMINAL;PROCESADO;28;MASCULINO;VENEZUELA;SOLTERO;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96419;4;DELITOS CONTRA LA SEGURIDAD PUBLICA;PROMOCIÓN O FAVORECIMIENTO AL TRÁFICO ILÍCITO DE DROGAS;PROCESADO;49;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96420;3;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;PROCESADO;37;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96421;1;DELITOS CONTRA LA TRANQUILIDAD PUBLICA;BANDA CRIMINAL;PROCESADO;24;MASCULINO;VENEZUELA;SOLTERO;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96422;4;DELITOS CONTRA LA LIBERTAD;FAVORECIMIENTO A LA PROSTITUCIÓN;PROCESADO;52;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96423;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;21;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96424;7;DELITOS CONTRA EL PATRIMONIO;HURTO AGRAVADO - GRADO TENTATIVA;PROCESADO;59;MASCULINO;PERÚ;SOLTERO;PRIMARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96425;6;DELITOS CONTRA EL PATRIMONIO;EXTORSIÓN;PROCESADO;47;MASCULINO;PERÚ;SOLTERO;PRIMARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96426;3;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;46;MASCULINO;PERÚ;CONVIVIENTE;SUPERIOR UNIV. INCOMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96427;2;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;26;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96428;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;30;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96429;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;35;MASCULINO;PERÚ;CASADO;SUPERIOR NO UNIV. COMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96430;3;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;46;MASCULINO;PERÚ;CASADO;SECUNDARIA COMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96431;2;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;32;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96432;2;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;38;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;OBREROS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96433;2;DELITOS CONTRA LA SEGURIDAD PUBLICA;FABRICACIÓN, COMERCIALIZACIÓN, USO O PORTE DE ARMAS ;PROCESADO;38;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96434;2;DELITOS CONTRA LA SEGURIDAD PUBLICA;FABRICACIÓN, COMERCIALIZACIÓN, USO O PORTE DE ARMAS ;PROCESADO;31;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96435;5;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO GRADO TENTATIVA;PROCESADO;39;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96436;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;22;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96437;3;DELITOS CONTRA LA SEGURIDAD PUBLICA;FABRICACIÓN, COMERCIALIZACIÓN, USO O PORTE DE ARMAS ;SENTENCIADO;35;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96438;4;DELITOS CONTRA EL PATRIMONIO;HURTO AGRAVADO - GRADO TENTATIVA;SENTENCIADO;57;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96439;3;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;LESIONES LEVES;PROCESADO;31;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96440;2;DELITOS CONTRA EL PATRIMONIO;HURTO AGRAVADO - GRADO TENTATIVA;PROCESADO;26;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96441;4;DELITOS CONTRA LA SEGURIDAD PUBLICA;TENENCIA ILEGAL DE ARMAS;PROCESADO;36;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96442;2;DELITOS CONTRA LA TRANQUILIDAD PUBLICA;BANDA CRIMINAL;PROCESADO;37;MASCULINO;PERÚ;SOLTERO;SUPERIOR UNIV. COMP.;PROFESIONALES;MEDICOS, OBSTETRIZ, ODONTOLOGOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96443;2;DELITOS CONTRA EL PATRIMONIO;HURTO AGRAVADO - GRADO TENTATIVA;SENTENCIADO;35;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96444;4;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;PROCESADO;47;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;OBREROS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96445;2;DELITOS_INFORMATICOS_LEY_30096;FRAUDE INFORMÁTICO;PROCESADO;46;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96446;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;24;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96447;3;DELITOS CONTRA EL PATRIMONIO;HURTO AGRAVADO;PROCESADO;44;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96448;3;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;FEMINICIDIO GRADO DE TENTATIVA;PROCESADO;33;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96449;3;DELITOS CONTRA EL PATRIMONIO;HURTO AGRAVADO;PROCESADO;37;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96450;3;DELITOS CONTRA LA SEGURIDAD PUBLICA;FABRICACIÓN, COMERCIALIZACIÓN, USO O PORTE DE ARMAS ;PROCESADO;67;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;COMERCIANTES;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96451;4;DELITOS CONTRA EL PATRIMONIO;EXTORSIÓN;PROCESADO;38;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96452;1;DELITOS CONTRA LA LIBERTAD;SECUESTRO;PROCESADO;35;MASCULINO;VENEZUELA;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96453;19;DELITOS CONTRA EL PATRIMONIO;HURTO AGRAVADO - GRADO TENTATIVA;SENTENCIADO;67;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96454;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;FABRICACIÓN, COMERCIALIZACIÓN, USO O PORTE DE ARMAS ;PROCESADO;30;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;COMERCIANTES;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96455;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;FABRICACIÓN, COMERCIALIZACIÓN, USO O PORTE DE ARMAS ;PROCESADO;28;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96456;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;FABRICACIÓN, COMERCIALIZACIÓN, USO O PORTE DE ARMAS ;PROCESADO;25;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96457;2;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;35;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96458;2;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;41;MASCULINO;PERÚ;SOLTERO;SUPERIOR NO UNIV. INCOMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96459;2;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;25;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96460;1;DELITOS CONTRA LA LIBERTAD;SECUESTRO;PROCESADO;29;MASCULINO;VENEZUELA;CONVIVIENTE;SUPERIOR UNIV. INCOMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96461;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;FABRICACIÓN, SUMINISTRO O TENENCIA DE MATERIALES PELIGROSOS;PROCESADO;26;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96462;3;DELITOS CONTRA LA SEGURIDAD PUBLICA;FABRICACIÓN, COMERCIALIZACIÓN, USO O PORTE DE ARMAS ;PROCESADO;29;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;COMERCIANTES;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96463;2;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO GRADO TENTATIVA;PROCESADO;29;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96464;2;DELITOS CONTRA LA SEGURIDAD PUBLICA;PROMOCIÓN O FAVORECIMIENTO AL TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;32;MASCULINO;PERÚ;CASADO;SECUNDARIA COMP.;OFICIOS;OBREROS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96465;4;DELITOS CONTRA LA SEGURIDAD PUBLICA;PROMOCIÓN O FAVORECIMIENTO AL TRÁFICO ILÍCITO DE DROGAS;PROCESADO;53;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96466;3;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;39;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96467;1;DELITOS CONTRA LA TRANQUILIDAD PUBLICA;BANDA CRIMINAL;PROCESADO;58;MASCULINO;PERÚ;SOLTERO;SUPERIOR NO UNIV. INCOMP.;PROFESIONALES;PERSONAL DE LA FF.AA. Y FF.PP.;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96468;1;DELITOS CONTRA LA TRANQUILIDAD PUBLICA;BANDA CRIMINAL;PROCESADO;55;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;COMERCIANTES;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96469;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;PROCESADO;42;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96470;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;PROCESADO;29;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;COMERCIANTES;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96471;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;PROCESADO;39;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA COMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96472;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;PROCESADO;36;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96473;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;PROCESADO;52;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96474;1;DELITOS CONTRA LA TRANQUILIDAD PUBLICA;ORGANIZACIÓN CRIMINAL;PROCESADO;27;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96475;3;DELITOS CONTRA LA TRANQUILIDAD PUBLICA;ORGANIZACIÓN CRIMINAL;PROCESADO;61;MASCULINO;PERÚ;CASADO;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96476;3;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;31;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96477;3;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;LESIONES LEVES;SENTENCIADO;37;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96478;1;DELITOS CONTRA EL PATRIMONIO;HURTO AGRAVADO;PROCESADO;27;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;OBREROS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96479;2;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;HOMICIDIO CALIFICADO - ASESINATO;PROCESADO;25;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96480;3;DELITOS CONTRA LA SEGURIDAD PUBLICA;MICROCOMERCIALIZACIÓN O MICROPRODUCCIÓN;PROCESADO;41;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;OBREROS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96481;2;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;27;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96482;3;DELITOS CONTRA LA SEGURIDAD PUBLICA;FABRICACIÓN, COMERCIALIZACIÓN, USO O PORTE DE ARMAS ;PROCESADO;43;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96483;2;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;PROCESADO;48;MASCULINO;PERÚ;CASADO;PRIMARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96484;6;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;44;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96485;3;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO GRADO TENTATIVA;PROCESADO;38;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96486;4;DELITOS CONTRA LA SEGURIDAD PUBLICA;TENENCIA ILEGAL DE ARMAS;PROCESADO;33;MASCULINO;PERÚ;SOLTERO;PRIMARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96487;3;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;43;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96488;6;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;62;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96489;3;DELITOS CONTRA LA ADMINISTRACION PUBLICA;RESISTENCIA Y DESOBEDIENCIA A LA AUTORIDAD;PROCESADO;42;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96490;3;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;HOMICIDIO SIMPLE;PROCESADO;52;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96491;3;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO GRADO TENTATIVA;PROCESADO;42;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;OBREROS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96492;4;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO GRADO TENTATIVA;PROCESADO;44;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;COMERCIANTES;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96493;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;PROCESADO;25;MASCULINO;PERÚ;SOLTERO;PRIMARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96494;6;DELITOS CONTRA EL PATRIMONIO;HURTO AGRAVADO - GRADO TENTATIVA;SENTENCIADO;41;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96495;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;PROCESADO;25;MASCULINO;VENEZUELA;SOLTERO;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96496;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;PROCESADO;24;MASCULINO;VENEZUELA;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96497;2;DELITOS CONTRA LA SEGURIDAD PUBLICA;FABRICACIÓN, COMERCIALIZACIÓN, USO O PORTE DE ARMAS ;PROCESADO;35;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;COMERCIANTES;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96498;2;DELITOS CONTRA LA FE PUBLICA;FALSIFICACIÓN DE DOCUMENTO;PROCESADO;38;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96499;5;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;PROCESADO;46;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;OBREROS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96500;1;DELITOS CONTRA EL PATRIMONIO;EXTORSIÓN;PROCESADO;30;MASCULINO;COLOMBIA;SOLTERO;SECUNDARIA COMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
96501;4;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;40;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. MIGUEL CASTRO CASTRO;Lima;Lima - Lima;JUNIO;América
