id,edad,ingresos,sexo,delito_generico,situacion_juridica,departamento,nombre_del_penal,cluster_kmeans
39761,30,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,Cusco,E.P. DE CUSCO,1
39762,27,1,Masculino,DELITOS CONTRA LA TRANQUILIDAD PUBLICA,Procesado,Cusco,E.P. DE CUSCO,1
39763,31,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,1
39764,44,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39765,64,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39766,50,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39767,56,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,Cusco,E.P. DE CUSCO,4
39768,63,1,Masculino,delitos contra el patrimonio,Sentenciado,Cusco,E.P. DE CUSCO,4
39769,50,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,Cusco,E.P. DE CUSCO,4
39770,57,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39771,61,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,Cusco,E.P. DE CUSCO,4
39772,29,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,1
39773,29,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,1
39774,46,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39775,39,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,Cusco,E.P. DE CUSCO,1
39776,50,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Procesado,Cusco,E.P. DE CUSCO,4
39777,53,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39778,33,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,Cusco,E.P. DE CUSCO,1
39779,26,1,Masculino,DELITOS CONTRA LA TRANQUILIDAD PUBLICA,Procesado,Cusco,E.P. DE CUSCO,1
39780,35,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,Cusco,E.P. DE CUSCO,1
39781,31,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,1
39782,44,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,Cusco,E.P. DE CUSCO,4
39783,30,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,1
39784,27,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,Cusco,E.P. DE CUSCO,1
39785,52,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,Cusco,E.P. DE CUSCO,4
39786,25,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,Cusco,E.P. DE CUSCO,1
39787,45,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,Cusco,E.P. DE CUSCO,4
39788,31,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,1
39789,42,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,Cusco,E.P. DE CUSCO,4
39790,43,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,Cusco,E.P. DE CUSCO,4
39791,41,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,1
39792,48,7,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,2
39793,27,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Procesado,Cusco,E.P. DE CUSCO,1
39794,56,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39795,35,2,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,3
39796,39,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,1
39797,63,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,4
39798,51,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39799,54,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,Cusco,E.P. DE CUSCO,4
39800,38,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,Cusco,E.P. DE CUSCO,1
39801,49,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39802,37,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,Cusco,E.P. DE CUSCO,1
39803,59,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39804,58,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,Cusco,E.P. DE CUSCO,4
39805,23,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Procesado,Cusco,E.P. DE CUSCO,1
39806,29,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,Cusco,E.P. DE CUSCO,1
39807,26,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,1
39808,57,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39809,60,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39810,25,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,1
39811,32,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,1
39812,20,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,1
39813,35,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,Cusco,E.P. DE CUSCO,1
39814,33,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,1
39815,50,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Procesado,Cusco,E.P. DE CUSCO,4
39816,32,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Procesado,Cusco,E.P. DE CUSCO,1
39817,50,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Procesado,Cusco,E.P. DE CUSCO,4
39818,28,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,1
39819,31,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Procesado,Cusco,E.P. DE CUSCO,1
39820,37,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,1
39821,30,2,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,Cusco,E.P. DE CUSCO,1
39822,37,1,Masculino,DELITOS CONTRA LA FAMILIA,Sentenciado,Cusco,E.P. DE CUSCO,1
39823,70,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39824,44,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,Cusco,E.P. DE CUSCO,4
39825,29,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,1
39826,37,2,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,Cusco,E.P. DE CUSCO,3
39827,56,1,Masculino,DELITOS CONTRA LA TRANQUILIDAD PUBLICA,Procesado,Cusco,E.P. DE CUSCO,4
39828,40,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,Cusco,E.P. DE CUSCO,1
39829,59,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,Cusco,E.P. DE CUSCO,4
39830,22,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,Cusco,E.P. DE CUSCO,1
39831,44,2,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,3
39832,47,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,Cusco,E.P. DE CUSCO,4
39833,65,1,Masculino,DELITOS CONTRA LA ADMINISTRACION PUBLICA,Sentenciado,Cusco,E.P. DE CUSCO,4
39834,33,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,1
39835,45,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39836,49,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39837,18,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,Cusco,E.P. DE CUSCO,1
39838,37,4,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,Cusco,E.P. DE CUSCO,3
39839,57,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39840,57,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39841,48,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39842,26,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,1
39843,70,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39844,59,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39845,43,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39846,65,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39847,41,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,Cusco,E.P. DE CUSCO,1
39848,42,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39849,40,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,1
39850,45,2,Masculino,DELITOS CONTRA LA FAMILIA,Sentenciado,Cusco,E.P. DE CUSCO,3
39851,47,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39852,22,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,1
39853,40,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Procesado,Cusco,E.P. DE CUSCO,1
39854,55,3,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,3
39855,48,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39856,62,10,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,2
39857,43,5,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,2
39858,55,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,Cusco,E.P. DE CUSCO,4
39859,35,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,1
39860,38,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,Cusco,E.P. DE CUSCO,1
39861,65,1,Masculino,DELITOS CONTRA LA ADMINISTRACION PUBLICA,Sentenciado,Cusco,E.P. DE CUSCO,4
39862,46,1,Masculino,DELITOS CONTRA LA ADMINISTRACION PUBLICA,Procesado,Cusco,E.P. DE CUSCO,4
39863,50,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,Cusco,E.P. DE CUSCO,4
39864,22,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Procesado,Cusco,E.P. DE CUSCO,1
39865,46,5,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,Cusco,E.P. DE CUSCO,2
39866,51,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,Cusco,E.P. DE CUSCO,4
39867,45,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,Cusco,E.P. DE CUSCO,4
39868,44,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39869,48,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,Cusco,E.P. DE CUSCO,4
39870,30,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,Cusco,E.P. DE CUSCO,1
39871,45,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39872,59,3,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,3
39873,55,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,Cusco,E.P. DE CUSCO,4
39874,58,2,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39875,37,3,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,3
39876,30,2,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,1
39877,49,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,Cusco,E.P. DE CUSCO,4
39878,35,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,1
39879,50,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,Cusco,E.P. DE CUSCO,4
39880,28,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Procesado,Cusco,E.P. DE CUSCO,1
39881,28,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,1
39882,25,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,Cusco,E.P. DE CUSCO,1
39883,53,2,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39884,69,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,Cusco,E.P. DE CUSCO,4
39885,48,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39886,49,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39887,25,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,1
39888,24,2,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,Cusco,E.P. DE CUSCO,1
39889,31,2,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Procesado,Cusco,E.P. DE CUSCO,1
39890,48,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,Cusco,E.P. DE CUSCO,4
39891,53,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,Cusco,E.P. DE CUSCO,4
39892,47,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39893,42,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Procesado,Cusco,E.P. DE CUSCO,4
39894,49,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39895,30,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Procesado,Cusco,E.P. DE CUSCO,1
39896,37,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,1
39897,43,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39898,26,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,1
39899,24,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,1
39900,35,1,Masculino,DELITOS CONTRA LA DIGNIDAD HUMANA,Sentenciado,Cusco,E.P. DE CUSCO,1
39901,53,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39902,24,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Procesado,Cusco,E.P. DE CUSCO,1
39903,30,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,Cusco,E.P. DE CUSCO,1
39904,42,6,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,2
39905,44,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,4
39906,24,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,1
39907,40,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,1
39908,26,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,1
39909,38,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,1
39910,41,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,1
39911,25,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,1
39912,31,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,1
39913,38,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,Cusco,E.P. DE CUSCO,1
39914,45,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39915,55,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,Cusco,E.P. DE CUSCO,4
39916,51,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,4
39917,58,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,Cusco,E.P. DE CUSCO,4
39918,50,1,Masculino,DELITOS CONTRA LA ADMINISTRACION PUBLICA,Sentenciado,Cusco,E.P. DE CUSCO,4
39919,26,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,Cusco,E.P. DE CUSCO,1
39920,60,3,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,3
39921,37,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,Cusco,E.P. DE CUSCO,1
39922,22,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,Cusco,E.P. DE CUSCO,1
39923,49,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39924,43,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,Cusco,E.P. DE CUSCO,4
39925,32,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,1
39926,49,3,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,3
39927,37,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,Cusco,E.P. DE CUSCO,1
39928,35,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,Cusco,E.P. DE CUSCO,1
39929,40,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,Cusco,E.P. DE CUSCO,1
39930,36,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,Cusco,E.P. DE CUSCO,1
39931,51,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39932,53,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39933,27,2,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,1
39934,41,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,Cusco,E.P. DE CUSCO,1
39935,40,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,1
39936,46,2,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,Cusco,E.P. DE CUSCO,3
39937,28,2,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,1
39938,44,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,Cusco,E.P. DE CUSCO,4
39939,44,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,Cusco,E.P. DE CUSCO,4
39940,23,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,Cusco,E.P. DE CUSCO,1
39941,35,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,Cusco,E.P. DE CUSCO,1
39942,32,2,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,1
39943,39,2,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,3
39944,18,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,Cusco,E.P. DE CUSCO,1
39945,51,10,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,Cusco,E.P. DE CUSCO,2
39946,52,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39947,30,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,Cusco,E.P. DE CUSCO,1
39948,49,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39949,38,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,Cusco,E.P. DE CUSCO,1
39950,28,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Procesado,Cusco,E.P. DE CUSCO,1
39951,30,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,Cusco,E.P. DE CUSCO,1
39952,70,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39953,59,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,Cusco,E.P. DE CUSCO,4
39954,36,1,Masculino,DELITOS CONTRA LA FAMILIA,Procesado,Cusco,E.P. DE CUSCO,1
39955,25,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,Cusco,E.P. DE CUSCO,1
39956,29,2,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,1
39957,88,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39958,59,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,Cusco,E.P. DE CUSCO,4
39959,38,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,1
39960,23,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,Cusco,E.P. DE CUSCO,1
39961,40,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,Cusco,E.P. DE CUSCO,1
39962,58,2,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,Cusco,E.P. DE CUSCO,4
39963,42,2,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,Cusco,E.P. DE CUSCO,3
39964,52,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39965,28,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,Cusco,E.P. DE CUSCO,1
39966,49,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,Cusco,E.P. DE CUSCO,4
39967,44,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,Cusco,E.P. DE CUSCO,4
39968,33,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,Cusco,E.P. DE CUSCO,1
39969,35,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,1
39970,36,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,Cusco,E.P. DE CUSCO,1
39971,30,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,1
39972,49,2,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,3
39973,30,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,1
39974,31,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,Cusco,E.P. DE CUSCO,1
39975,34,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,Cusco,E.P. DE CUSCO,1
39976,25,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,Cusco,E.P. DE CUSCO,1
39977,24,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,1
39978,36,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,1
39979,71,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,Cusco,E.P. DE CUSCO,4
39980,39,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,Cusco,E.P. DE CUSCO,1
39981,29,5,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,Cusco,E.P. DE CUSCO,2
39982,46,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,4
39983,35,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,1
39984,57,21,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,2
39985,26,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Procesado,Cusco,E.P. DE CUSCO,1
39986,44,1,Masculino,DELITOS CONTRA LA FAMILIA,Sentenciado,Cusco,E.P. DE CUSCO,4
39987,36,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Procesado,Cusco,E.P. DE CUSCO,1
39988,37,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,Cusco,E.P. DE CUSCO,1
39989,28,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Procesado,Cusco,E.P. DE CUSCO,1
39990,27,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,Cusco,E.P. DE CUSCO,1
39991,39,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,Cusco,E.P. DE CUSCO,1
