id,edad,ingresos,sexo,delito_generico,situacion_juridica,departamento,nombre_del_penal,cluster_kmeans
11662,27,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11663,33,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11664,28,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11665,31,2,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11666,32,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Procesado,La Libertad,E.P. DE TRUJILLO,1
11667,37,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11668,35,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,La Libertad,E.P. DE TRUJILLO,1
11669,33,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11670,37,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11671,33,2,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Procesado,La Libertad,E.P. DE TRUJILLO,3
11672,36,2,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,La Libertad,E.P. DE TRUJILLO,3
11673,51,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11674,63,1,Masculino,DELITOS CONTRA LA TRANQUILIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11675,28,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11676,30,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Procesado,La Libertad,E.P. DE TRUJILLO,1
11677,45,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11678,23,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Procesado,La Libertad,E.P. DE TRUJILLO,1
11679,19,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11680,24,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11681,60,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11682,32,2,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11683,42,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Procesado,La Libertad,E.P. DE TRUJILLO,4
11684,49,5,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,2
11685,26,2,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11686,35,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11687,38,2,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,3
11688,51,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11689,34,2,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,3
11690,27,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11691,42,2,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,La Libertad,E.P. DE TRUJILLO,3
11692,72,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11693,20,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,La Libertad,E.P. DE TRUJILLO,1
11694,23,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11695,46,5,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,2
11696,48,2,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,La Libertad,E.P. DE TRUJILLO,3
11697,33,2,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,3
11698,24,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11699,31,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11700,41,2,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,La Libertad,E.P. DE TRUJILLO,3
11701,63,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11702,30,2,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,La Libertad,E.P. DE TRUJILLO,1
11703,62,2,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11704,33,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11705,24,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11706,36,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11707,37,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11708,25,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11709,37,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11710,36,2,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,3
11711,27,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,La Libertad,E.P. DE TRUJILLO,1
11712,21,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11713,32,3,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,3
11714,27,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11715,28,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Procesado,La Libertad,E.P. DE TRUJILLO,1
11716,52,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11717,31,2,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11718,37,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11719,48,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11720,24,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,La Libertad,E.P. DE TRUJILLO,1
11721,24,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,La Libertad,E.P. DE TRUJILLO,1
11722,34,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,La Libertad,E.P. DE TRUJILLO,1
11723,37,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11724,35,1,Masculino,DELITOS CONTRA LA TRANQUILIDAD PUBLICA,Procesado,La Libertad,E.P. DE TRUJILLO,1
11725,27,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11726,35,3,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,3
11727,35,3,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,3
11728,37,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11729,30,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,La Libertad,E.P. DE TRUJILLO,1
11730,31,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Procesado,La Libertad,E.P. DE TRUJILLO,1
11731,48,2,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,3
11732,29,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11733,27,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Procesado,La Libertad,E.P. DE TRUJILLO,1
11734,55,3,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,La Libertad,E.P. DE TRUJILLO,3
11735,49,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11736,27,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,La Libertad,E.P. DE TRUJILLO,1
11737,42,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11738,66,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11739,33,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,La Libertad,E.P. DE TRUJILLO,1
11740,28,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11741,31,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Procesado,La Libertad,E.P. DE TRUJILLO,1
11742,44,2,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,3
11743,35,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11744,46,2,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,3
11745,25,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Procesado,La Libertad,E.P. DE TRUJILLO,1
11746,24,3,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,La Libertad,E.P. DE TRUJILLO,3
11747,41,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Procesado,La Libertad,E.P. DE TRUJILLO,1
11748,36,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11749,30,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11750,32,2,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11751,26,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11752,43,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11753,30,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,La Libertad,E.P. DE TRUJILLO,1
11754,38,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11755,38,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11756,58,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11757,40,10,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Procesado,La Libertad,E.P. DE TRUJILLO,2
11758,30,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11759,25,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11760,24,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,La Libertad,E.P. DE TRUJILLO,1
11761,38,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11762,32,3,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,3
11763,21,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11764,46,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,La Libertad,E.P. DE TRUJILLO,4
11765,26,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11766,22,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11767,25,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11768,64,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11769,24,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,La Libertad,E.P. DE TRUJILLO,1
11770,49,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11771,19,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11772,29,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11773,27,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11774,48,2,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,3
11775,46,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11776,48,3,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,3
11777,36,2,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,3
11778,35,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11779,35,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11780,52,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11781,36,3,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,La Libertad,E.P. DE TRUJILLO,3
11782,27,2,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11783,44,3,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,3
11784,28,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,La Libertad,E.P. DE TRUJILLO,1
11785,46,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11786,34,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11787,21,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11788,58,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11789,47,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11790,28,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11791,26,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11792,36,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11793,27,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11794,28,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11795,32,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Procesado,La Libertad,E.P. DE TRUJILLO,1
11796,34,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11797,30,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11798,33,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11799,47,3,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,3
11800,28,5,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,La Libertad,E.P. DE TRUJILLO,2
11801,49,1,Masculino,DELITOS CONTRA LA TRANQUILIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11802,25,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11803,32,2,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Procesado,La Libertad,E.P. DE TRUJILLO,1
11804,32,2,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11805,41,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11806,23,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11807,25,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11808,30,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11809,19,1,Masculino,DELITOS CONTRA LA TRANQUILIDAD PUBLICA,Procesado,La Libertad,E.P. DE TRUJILLO,1
11810,31,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11811,31,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,La Libertad,E.P. DE TRUJILLO,1
11812,67,2,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11813,59,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11814,51,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,La Libertad,E.P. DE TRUJILLO,4
11815,30,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Procesado,La Libertad,E.P. DE TRUJILLO,1
11816,25,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11817,38,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11818,28,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,La Libertad,E.P. DE TRUJILLO,1
11819,33,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11820,39,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11821,23,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11822,33,3,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,La Libertad,E.P. DE TRUJILLO,3
11823,33,2,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,La Libertad,E.P. DE TRUJILLO,3
11824,42,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11825,47,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11826,30,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11827,26,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11828,53,3,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,3
11829,19,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11830,22,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11831,49,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11832,64,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11833,27,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11834,20,1,Masculino,DELITOS CONTRA LA LIBERTAD,Procesado,La Libertad,E.P. DE TRUJILLO,1
11835,25,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11836,33,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11837,25,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11838,29,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11839,27,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11840,40,2,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Sentenciado,La Libertad,E.P. DE TRUJILLO,3
11841,30,2,Masculino,DELITOS CONTRA LA TRANQUILIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11842,23,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11843,30,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11844,33,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11845,43,2,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,3
11846,28,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11847,39,2,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,3
11848,35,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Procesado,La Libertad,E.P. DE TRUJILLO,1
11849,51,1,Masculino,DELITOS CONTRA LA TRANQUILIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11850,29,1,Masculino,DELITOS CONTRA LA ADMINISTRACION PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11851,56,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11852,34,2,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,3
11853,20,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11854,24,2,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11855,43,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11856,63,1,Masculino,DELITOS CONTRA LA LIBERTAD,Sentenciado,La Libertad,E.P. DE TRUJILLO,4
11857,22,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11858,58,4,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,3
11859,39,2,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,3
11860,25,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,La Libertad,E.P. DE TRUJILLO,1
11861,25,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,La Libertad,E.P. DE TRUJILLO,1
11862,33,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Procesado,La Libertad,E.P. DE TRUJILLO,1
11863,36,2,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,3
11864,36,2,Masculino,DELITOS CONTRA LA DIGNIDAD HUMANA,Sentenciado,La Libertad,E.P. DE TRUJILLO,3
11865,27,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11866,25,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11867,25,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11868,41,1,Masculino,DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD,Procesado,La Libertad,E.P. DE TRUJILLO,1
11869,32,2,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11870,21,2,Masculino,DELITOS CONTRA EL PATRIMONIO,Procesado,La Libertad,E.P. DE TRUJILLO,1
11871,25,2,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11872,20,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11873,22,1,Masculino,DELITOS CONTRA EL PATRIMONIO,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11874,32,1,Masculino,DELITOS CONTRA LA TRANQUILIDAD PUBLICA,Procesado,La Libertad,E.P. DE TRUJILLO,1
11875,23,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Procesado,La Libertad,E.P. DE TRUJILLO,1
11876,30,1,Masculino,DELITOS CONTRA LA SEGURIDAD PUBLICA,Sentenciado,La Libertad,E.P. DE TRUJILLO,1
11877,43,1,Masculino,DELITOS CONTRA LA TRANQUILIDAD PUBLICA,Procesado,La Libertad,E.P. DE TRUJILLO,4
